OA,UV4030001,UV4030002,UV4030003,UV4030004,UV4030005,UV4030006,UV4030007,UV4030008,UV4030009,UV4030010,UV4030011
S00135307,144,114.0,68.0,46.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0
S00135308,65,42.0,16.0,26.0,0.0,0.0,2.0,19.0,19.0,0.0,0.0
S00135309,143,117.0,65.0,53.0,0.0,0.0,8.0,14.0,14.0,0.0,4.0
S00135310,145,129.0,57.0,72.0,0.0,0.0,6.0,14.0,14.0,0.0,0.0
S00135311,151,91.0,21.0,70.0,0.0,0.0,4.0,52.0,52.0,0.0,5.0
S00135312,187,109.0,30.0,79.0,0.0,0.0,58.0,20.0,20.0,0.0,0.0
S00135313,147,109.0,52.0,57.0,0.0,0.0,29.0,7.0,7.0,0.0,2.0
S00135314,173,136.0,51.0,85.0,0.0,0.0,4.0,34.0,34.0,0.0,0.0
S00135315,108,64.0,37.0,24.0,0.0,3.0,37.0,7.0,7.0,0.0,4.0
S00135316,129,98.0,51.0,47.0,0.0,0.0,1.0,27.0,21.0,6.0,3.0
S00135317,156,110.0,61.0,49.0,0.0,0.0,32.0,13.0,13.0,0.0,0.0
S00135318,85,65.0,20.0,45.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0
S00135319,141,79.0,33.0,41.0,0.0,5.0,47.0,12.0,12.0,0.0,0.0
S00135320,127,87.0,38.0,43.0,0.0,2.0,34.0,9.0,9.0,0.0,0.0
S00135321,84,60.0,21.0,39.0,0.0,0.0,10.0,15.0,15.0,0.0,0.0
S00135322,151,85.0,32.0,53.0,0.0,0.0,48.0,20.0,20.0,0.0,1.0
S00135323,108,100.0,58.0,45.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0
S00135324,60,41.0,20.0,21.0,0.0,0.0,13.0,7.0,7.0,0.0,0.0
S00135325,77,64.0,25.0,35.0,0.0,0.0,4.0,13.0,13.0,0.0,0.0
S00135326,84,47.0,20.0,27.0,0.0,0.0,31.0,6.0,6.0,0.0,0.0
S00135327,95,79.0,35.0,42.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0
S00135328,117,94.0,44.0,44.0,0.0,3.0,17.0,8.0,8.0,0.0,1.0
S00135329,123,96.0,45.0,47.0,0.0,3.0,15.0,12.0,10.0,8.0,0.0
S00135330,105,71.0,45.0,26.0,0.0,0.0,20.0,13.0,13.0,0.0,0.0
S00135331,66,52.0,23.0,29.0,0.0,0.0,13.0,4.0,4.0,0.0,0.0
S00135332,93,64.0,35.0,22.0,2.0,0.0,27.0,2.0,2.0,0.0,0.0
S00135333,104,38.0,18.0,20.0,0.0,0.0,49.0,16.0,16.0,0.0,1.0
S00135334,74,56.0,37.0,18.0,0.0,2.0,11.0,7.0,7.0,0.0,0.0
S00135335,123,107.0,35.0,64.0,0.0,5.0,11.0,3.0,3.0,0.0,2.0
S00135336,78,63.0,13.0,47.0,0.0,0.0,8.0,10.0,10.0,0.0,0.0
S00135337,142,102.0,51.0,50.0,0.0,0.0,30.0,8.0,8.0,0.0,0.0
S00135338,145,84.0,44.0,40.0,0.0,0.0,32.0,28.0,28.0,0.0,1.0
S00135339,140,65.0,32.0,30.0,0.0,0.0,55.0,25.0,23.0,2.0,0.0
S00135340,117,92.0,45.0,47.0,0.0,0.0,15.0,7.0,6.0,1.0,2.0
S00135341,94,65.0,34.0,34.0,0.0,0.0,20.0,11.0,11.0,0.0,2.0
S00135342,90,74.0,45.0,29.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0
S00135343,172,144.0,14.0,128.0,0.0,1.0,19.0,6.0,2.0,1.0,3.0
S00135344,118,94.0,47.0,47.0,0.0,0.0,7.0,13.0,9.0,4.0,2.0
S00135345,165,123.0,39.0,84.0,0.0,0.0,9.0,28.0,30.0,2.0,3.0
S00135346,136,130.0,86.0,44.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
S00135347,91,89.0,19.0,62.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
S00135348,130,125.0,77.0,47.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0
S00135349,127,111.0,56.0,53.0,1.0,1.0,0.0,11.0,11.0,0.0,1.0
S00135350,131,119.0,7.0,110.0,0.0,4.0,9.0,4.0,4.0,0.0,0.0
S00135351,224,212.0,13.0,183.0,0.0,16.0,5.0,7.0,7.0,0.0,0.0
S00135352,161,150.0,88.0,62.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
S00135353,206,198.0,15.0,171.0,0.0,9.0,4.0,7.0,7.0,0.0,0.0
S00135354,105,99.0,9.0,82.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
S00135355,124,114.0,6.0,105.0,0.0,2.0,0.0,10.0,10.0,0.0,0.0
S00135356,126,79.0,18.0,37.0,20.0,5.0,35.0,10.0,10.0,0.0,1.0
S00135357,228,227.0,28.0,190.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
S00135358,137,85.0,9.0,66.0,0.0,9.0,4.0,42.0,42.0,0.0,4.0
S00135359,123,121.0,70.0,48.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
S00135360,129,102.0,37.0,59.0,0.0,0.0,3.0,21.0,21.0,0.0,3.0
S00135361,117,111.0,66.0,44.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0
S00135362,132,120.0,71.0,53.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0
S00135363,174,154.0,2.0,133.0,0.0,21.0,11.0,6.0,6.0,0.0,0.0
S00135364,165,151.0,94.0,53.0,0.0,6.0,7.0,5.0,5.0,0.0,0.0
S00135365,119,98.0,58.0,41.0,0.0,0.0,11.0,9.0,9.0,0.0,1.0
S00135366,112,95.0,64.0,31.0,0.0,0.0,1.0,16.0,16.0,0.0,0.0
S00135367,82,75.0,44.0,26.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0
S00135368,131,117.0,28.0,88.0,0.0,1.0,0.0,14.0,14.0,0.0,0.0
S00135369,128,119.0,26.0,93.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
S00135370,72,61.0,25.0,39.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00135371,149,139.0,41.0,84.0,12.0,2.0,2.0,9.0,9.0,0.0,0.0
S00135372,152,97.0,18.0,77.0,0.0,1.0,5.0,50.0,43.0,5.0,0.0
S00135373,226,220.0,97.0,124.0,0.0,3.0,0.0,2.0,2.0,0.0,4.0
S00135374,141,127.0,34.0,93.0,0.0,0.0,0.0,13.0,11.0,0.0,2.0
S00135375,98,60.0,11.0,49.0,0.0,0.0,0.0,33.0,33.0,0.0,3.0
S00135376,75,48.0,29.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
S00135377,119,110.0,48.0,60.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
S00135378,127,110.0,23.0,87.0,0.0,0.0,4.0,11.0,11.0,0.0,2.0
S00135379,60,60.0,32.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135380,132,129.0,69.0,60.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
S00135381,133,110.0,15.0,86.0,0.0,8.0,0.0,23.0,20.0,2.0,0.0
S00135382,101,94.0,38.0,56.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0
S00135383,153,126.0,6.0,116.0,0.0,0.0,1.0,29.0,29.0,0.0,0.0
S00135384,61,55.0,21.0,35.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0
S00135385,90,9.0,0.0,9.0,0.0,0.0,72.0,4.0,4.0,0.0,2.0
S00135386,113,51.0,22.0,28.0,1.0,0.0,54.0,8.0,8.0,0.0,0.0
S00135387,171,169.0,108.0,61.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
S00135388,200,172.0,47.0,121.0,0.0,2.0,4.0,24.0,24.0,0.0,0.0
S00135389,132,125.0,72.0,53.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0
S00135390,85,74.0,10.0,57.0,7.0,0.0,0.0,15.0,15.0,0.0,0.0
S00135391,203,179.0,55.0,112.0,5.0,6.0,6.0,18.0,18.0,0.0,0.0
S00135392,70,57.0,13.0,39.0,5.0,0.0,1.0,10.0,10.0,0.0,0.0
S00135393,207,3.0,0.0,3.0,0.0,0.0,197.0,6.0,6.0,0.0,2.0
S00135394,152,145.0,71.0,70.0,0.0,4.0,2.0,5.0,4.0,1.0,0.0
S00135395,79,71.0,48.0,22.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0
S00135396,133,124.0,58.0,63.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0
S00135397,121,115.0,9.0,106.0,0.0,0.0,1.0,6.0,4.0,1.0,0.0
S00135398,129,115.0,39.0,75.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0
S00135399,113,78.0,8.0,70.0,0.0,0.0,8.0,29.0,29.0,0.0,0.0
S00135400,162,118.0,62.0,52.0,3.0,0.0,8.0,32.0,32.0,0.0,4.0
S00135401,99,98.0,44.0,54.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
S00135402,80,65.0,24.0,41.0,0.0,0.0,5.0,15.0,8.0,2.0,0.0
S00135403,131,121.0,37.0,76.0,0.0,6.0,0.0,8.0,8.0,0.0,4.0
S00135404,86,81.0,27.0,53.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0
S00135405,188,165.0,57.0,108.0,0.0,0.0,7.0,9.0,7.0,2.0,5.0
S00135406,172,166.0,95.0,68.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0
S00135407,153,147.0,52.0,95.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
S00135408,152,98.0,48.0,48.0,0.0,2.0,37.0,20.0,20.0,0.0,0.0
S00135409,70,64.0,41.0,20.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
S00135410,111,100.0,38.0,62.0,0.0,0.0,1.0,10.0,9.0,1.0,0.0
S00135411,183,151.0,46.0,98.0,4.0,4.0,0.0,30.0,30.0,0.0,0.0
S00135412,113,108.0,69.0,38.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
S00135413,134,130.0,76.0,54.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0
S00135414,89,85.0,62.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S00135415,104,92.0,37.0,55.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
S00135416,199,186.0,84.0,95.0,0.0,7.0,0.0,13.0,13.0,0.0,0.0
S00135417,107,94.0,25.0,63.0,5.0,3.0,0.0,10.0,6.0,2.0,2.0
S00135418,178,166.0,42.0,124.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0
S00135419,77,54.0,23.0,31.0,0.0,0.0,2.0,21.0,21.0,0.0,0.0
S00135420,142,130.0,62.0,66.0,0.0,2.0,9.0,3.0,3.0,0.0,1.0
S00135421,116,107.0,38.0,67.0,0.0,2.0,0.0,8.0,6.0,3.0,0.0
S00135422,109,96.0,34.0,58.0,4.0,0.0,0.0,13.0,13.0,0.0,0.0
S00135423,190,183.0,73.0,110.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0
S00135424,115,92.0,55.0,41.0,0.0,0.0,13.0,10.0,10.0,0.0,0.0
S00135425,116,68.0,31.0,36.0,0.0,1.0,31.0,13.0,13.0,0.0,0.0
S00135426,141,129.0,55.0,74.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0
S00135427,126,121.0,107.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S00135428,75,75.0,27.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135429,85,72.0,48.0,24.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
S00135430,113,107.0,59.0,48.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
S00135431,109,85.0,49.0,36.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0
S00135432,117,106.0,71.0,32.0,0.0,3.0,1.0,11.0,11.0,0.0,0.0
S00135433,128,118.0,82.0,36.0,0.0,0.0,4.0,5.0,5.0,0.0,4.0
S00135434,111,104.0,88.0,16.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
S00135435,77,77.0,55.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135436,109,107.0,44.0,63.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
S00135437,127,91.0,25.0,69.0,0.0,0.0,19.0,15.0,14.0,3.0,0.0
S00135438,82,71.0,25.0,46.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0
S00135439,92,85.0,55.0,28.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
S00135440,131,116.0,66.0,46.0,1.0,1.0,2.0,10.0,10.0,0.0,3.0
S00135441,127,123.0,51.0,72.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
S00135442,67,40.0,31.0,9.0,0.0,0.0,21.0,4.0,3.0,1.0,2.0
S00135443,99,88.0,34.0,54.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
S00135444,99,91.0,2.0,89.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0
S00135445,141,133.0,74.0,59.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00135446,159,146.0,83.0,65.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0
S00135447,137,115.0,27.0,91.0,0.0,0.0,7.0,16.0,16.0,0.0,0.0
S00135448,170,158.0,17.0,140.0,0.0,1.0,4.0,8.0,8.0,0.0,0.0
S00135449,98,31.0,17.0,12.0,0.0,2.0,65.0,0.0,0.0,0.0,0.0
S00135450,92,89.0,64.0,23.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0
S00135451,70,64.0,46.0,17.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0
S00135452,64,48.0,22.0,26.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0
S00135453,110,64.0,10.0,23.0,28.0,6.0,24.0,18.0,18.0,0.0,1.0
S00135454,123,102.0,16.0,85.0,0.0,1.0,8.0,11.0,11.0,0.0,4.0
S00135455,106,99.0,48.0,52.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
S00135456,89,71.0,25.0,47.0,0.0,2.0,5.0,10.0,10.0,0.0,0.0
S00135457,69,60.0,35.0,26.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
S00135458,79,68.0,22.0,46.0,0.0,0.0,0.0,9.0,9.0,0.0,2.0
S00135459,121,84.0,43.0,40.0,1.0,0.0,23.0,10.0,10.0,0.0,4.0
S00135460,121,108.0,55.0,49.0,0.0,4.0,2.0,11.0,11.0,0.0,0.0
S00135461,135,130.0,52.0,68.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0
S00135462,159,146.0,89.0,53.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0
S00135463,149,133.0,60.0,73.0,0.0,0.0,0.0,16.0,18.0,1.0,0.0
S00135464,109,79.0,23.0,56.0,0.0,0.0,10.0,15.0,15.0,0.0,2.0
S00135465,106,74.0,37.0,37.0,0.0,0.0,22.0,11.0,11.0,0.0,3.0
S00135466,101,96.0,50.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0
S00135467,95,77.0,31.0,49.0,0.0,0.0,14.0,8.0,8.0,0.0,0.0
S00135468,69,61.0,14.0,43.0,0.0,6.0,4.0,4.0,4.0,0.0,0.0
S00135469,121,113.0,86.0,27.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0
S00135470,137,129.0,66.0,64.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0
S00135471,154,103.0,25.0,81.0,0.0,0.0,34.0,13.0,12.0,0.0,4.0
S00135472,148,129.0,63.0,61.0,0.0,2.0,17.0,4.0,4.0,0.0,1.0
S00135473,128,124.0,52.0,72.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
S00135474,122,117.0,23.0,90.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0
S00135475,102,88.0,33.0,55.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0
S00135476,108,102.0,50.0,50.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0
S00135477,120,117.0,15.0,103.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
S00135478,95,32.0,14.0,24.0,0.0,0.0,62.0,4.0,4.0,0.0,0.0
S00135479,125,125.0,71.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135480,132,114.0,47.0,67.0,0.0,0.0,0.0,16.0,15.0,1.0,0.0
S00135481,132,128.0,81.0,46.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00135482,83,67.0,28.0,27.0,0.0,15.0,12.0,4.0,4.0,0.0,0.0
S00135483,118,99.0,63.0,42.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0
S00135484,82,77.0,44.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
S00135485,163,147.0,77.0,68.0,0.0,0.0,5.0,11.0,11.0,0.0,1.0
S00135486,115,104.0,62.0,42.0,0.0,0.0,0.0,14.0,8.0,7.0,0.0
S00135487,160,144.0,88.0,57.0,0.0,3.0,0.0,9.0,9.0,0.0,4.0
S00135488,118,99.0,35.0,64.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0
S00135489,144,36.0,2.0,21.0,0.0,13.0,87.0,21.0,21.0,0.0,0.0
S00135490,131,128.0,63.0,64.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0
S00135491,130,33.0,5.0,28.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
S00135492,130,107.0,59.0,48.0,0.0,0.0,17.0,5.0,4.0,1.0,0.0
S00135493,166,100.0,11.0,71.0,4.0,14.0,37.0,33.0,33.0,0.0,0.0
S00135494,98,96.0,62.0,34.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
S00135495,110,97.0,45.0,51.0,0.0,3.0,4.0,9.0,9.0,0.0,0.0
S00135496,105,104.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S00135497,236,227.0,109.0,118.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
S00135498,150,4.0,2.0,4.0,0.0,0.0,0.0,141.0,141.0,0.0,0.0
S00135499,129,114.0,60.0,51.0,0.0,0.0,0.0,15.0,11.0,0.0,3.0
S00135500,120,114.0,2.0,113.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0
S00135501,136,133.0,82.0,48.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0
S00135502,133,6.0,0.0,6.0,0.0,0.0,5.0,122.0,122.0,0.0,0.0
S00135503,86,72.0,46.0,26.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0
S00135504,141,129.0,106.0,18.0,5.0,0.0,0.0,11.0,11.0,0.0,1.0
S00135505,167,150.0,29.0,118.0,0.0,1.0,6.0,11.0,11.0,0.0,0.0
S00135506,90,77.0,26.0,46.0,3.0,0.0,0.0,15.0,15.0,0.0,0.0
S00135507,183,171.0,61.0,110.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
S00135508,67,45.0,19.0,25.0,0.0,1.0,7.0,15.0,15.0,0.0,0.0
S00135509,125,121.0,67.0,56.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00135510,111,89.0,45.0,40.0,0.0,3.0,3.0,16.0,15.0,0.0,4.0
S00135511,120,100.0,44.0,57.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
S00135512,120,113.0,60.0,53.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
S00135513,111,71.0,37.0,31.0,0.0,6.0,34.0,9.0,9.0,0.0,0.0
S00135514,113,69.0,36.0,34.0,0.0,1.0,29.0,10.0,10.0,0.0,2.0
S00135515,167,159.0,88.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
S00135516,152,68.0,3.0,45.0,0.0,20.0,45.0,36.0,36.0,0.0,3.0
S00135517,113,79.0,22.0,55.0,0.0,2.0,8.0,30.0,23.0,4.0,2.0
S00135518,83,77.0,35.0,40.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0
S00135519,143,139.0,81.0,58.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00135520,145,114.0,40.0,66.0,0.0,0.0,14.0,16.0,15.0,2.0,5.0
S00135521,118,39.0,12.0,27.0,0.0,0.0,22.0,55.0,55.0,0.0,4.0
S00135522,92,79.0,39.0,42.0,0.0,2.0,0.0,9.0,9.0,0.0,0.0
S00135523,71,62.0,50.0,12.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
S00135524,111,92.0,48.0,44.0,0.0,0.0,2.0,14.0,14.0,0.0,3.0
S00135525,117,109.0,4.0,105.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
S00135526,106,85.0,39.0,46.0,0.0,0.0,14.0,5.0,5.0,0.0,2.0
S00135527,72,45.0,25.0,19.0,0.0,5.0,20.0,5.0,5.0,0.0,0.0
S00135528,165,111.0,69.0,42.0,0.0,3.0,40.0,14.0,14.0,0.0,0.0
S00135529,139,125.0,87.0,35.0,0.0,0.0,1.0,6.0,6.0,0.0,7.0
S00135530,87,64.0,34.0,28.0,0.0,2.0,19.0,4.0,4.0,0.0,0.0
S00135531,99,72.0,40.0,32.0,0.0,0.0,9.0,16.0,15.0,0.0,0.0
S00135532,103,88.0,10.0,78.0,0.0,0.0,4.0,11.0,11.0,0.0,0.0
S00135533,131,103.0,45.0,58.0,0.0,0.0,4.0,23.0,23.0,0.0,0.0
S00135534,112,104.0,29.0,75.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0
S00135535,139,122.0,23.0,99.0,0.0,0.0,2.0,15.0,15.0,0.0,0.0
S00135536,191,148.0,11.0,133.0,0.0,4.0,35.0,5.0,5.0,0.0,2.0
S00135537,146,134.0,79.0,47.0,1.0,5.0,0.0,10.0,10.0,0.0,3.0
S00135538,91,85.0,62.0,23.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0
S00135539,84,33.0,12.0,21.0,0.0,0.0,46.0,3.0,0.0,2.0,2.0
S00135540,143,139.0,67.0,69.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
S00135541,78,78.0,57.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135542,182,96.0,2.0,88.0,0.0,6.0,76.0,8.0,8.0,0.0,2.0
S00135543,180,161.0,5.0,149.0,0.0,7.0,3.0,16.0,16.0,0.0,0.0
S00135544,99,64.0,40.0,23.0,0.0,0.0,23.0,9.0,9.0,0.0,2.0
S00135545,132,117.0,56.0,64.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
S00135546,88,54.0,23.0,31.0,0.0,0.0,31.0,2.0,2.0,0.0,1.0
S00135547,188,175.0,54.0,116.0,0.0,8.0,7.0,6.0,6.0,0.0,1.0
S00135548,88,53.0,21.0,32.0,0.0,0.0,22.0,17.0,17.0,0.0,0.0
S00135549,64,34.0,14.0,20.0,0.0,0.0,24.0,4.0,4.0,0.0,0.0
S00135550,123,63.0,31.0,26.0,0.0,3.0,54.0,8.0,7.0,1.0,1.0
S00135551,127,100.0,34.0,63.0,0.0,0.0,16.0,11.0,11.0,0.0,0.0
S00135552,133,73.0,8.0,55.0,0.0,10.0,51.0,9.0,8.0,0.0,0.0
S00135553,207,195.0,95.0,100.0,0.0,0.0,2.0,7.0,7.0,0.0,2.0
S00135554,86,60.0,34.0,26.0,0.0,0.0,20.0,6.0,6.0,0.0,0.0
S00135555,166,160.0,85.0,75.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0
S00135556,101,72.0,32.0,39.0,0.0,1.0,0.0,32.0,32.0,0.0,0.0
S00135557,91,64.0,36.0,28.0,0.0,0.0,13.0,13.0,13.0,0.0,1.0
S00135558,150,104.0,53.0,51.0,0.0,0.0,40.0,4.0,4.0,0.0,0.0
S00135559,102,70.0,23.0,47.0,0.0,0.0,6.0,23.0,22.0,2.0,3.0
S00135560,107,94.0,52.0,42.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0
S00135561,94,27.0,18.0,6.0,0.0,4.0,58.0,7.0,7.0,0.0,2.0
S00135562,92,62.0,21.0,38.0,0.0,0.0,23.0,11.0,11.0,0.0,0.0
S00135563,61,3.0,3.0,0.0,0.0,0.0,54.0,4.0,1.0,3.0,0.0
S00135564,104,103.0,62.0,35.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0
S00135565,71,71.0,32.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135566,100,86.0,55.0,27.0,0.0,4.0,5.0,7.0,2.0,2.0,0.0
S00135567,126,87.0,34.0,51.0,2.0,0.0,30.0,10.0,7.0,3.0,1.0
S00135568,155,114.0,52.0,62.0,0.0,2.0,29.0,12.0,12.0,0.0,1.0
S00135569,104,42.0,23.0,21.0,0.0,0.0,51.0,7.0,7.0,0.0,4.0
S00135570,111,105.0,88.0,18.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
S00135571,106,59.0,28.0,30.0,1.0,0.0,35.0,14.0,14.0,0.0,0.0
S00135572,122,110.0,49.0,59.0,0.0,0.0,5.0,4.0,5.0,1.0,3.0
S00135573,107,63.0,26.0,36.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0
S00135574,99,65.0,26.0,35.0,0.0,4.0,30.0,4.0,4.0,0.0,0.0
S00135575,147,94.0,43.0,50.0,1.0,0.0,39.0,12.0,12.0,0.0,1.0
S00135576,128,73.0,28.0,39.0,0.0,6.0,52.0,2.0,2.0,0.0,0.0
S00135577,129,89.0,7.0,80.0,0.0,1.0,18.0,21.0,21.0,0.0,0.0
S00135578,116,110.0,62.0,48.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
S00135579,88,59.0,27.0,35.0,0.0,0.0,11.0,17.0,17.0,0.0,0.0
S00135580,140,87.0,33.0,51.0,0.0,3.0,41.0,9.0,8.0,1.0,3.0
S00135581,129,112.0,61.0,54.0,0.0,0.0,5.0,11.0,9.0,2.0,0.0
S00135582,84,64.0,33.0,31.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
S00135583,139,77.0,4.0,57.0,0.0,16.0,52.0,9.0,8.0,1.0,0.0
S00135584,127,69.0,16.0,49.0,0.0,4.0,34.0,21.0,21.0,0.0,3.0
S00135585,114,88.0,11.0,72.0,0.0,6.0,3.0,23.0,23.0,0.0,0.0
S00135586,119,112.0,56.0,56.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
S00135587,72,38.0,16.0,26.0,0.0,0.0,5.0,23.0,23.0,0.0,2.0
S00135588,87,54.0,37.0,12.0,0.0,4.0,2.0,25.0,25.0,0.0,2.0
S00135589,82,70.0,31.0,39.0,0.0,0.0,2.0,10.0,8.0,2.0,0.0
S00135590,88,78.0,4.0,65.0,0.0,8.0,7.0,3.0,3.0,0.0,0.0
S00135591,81,36.0,17.0,19.0,0.0,0.0,35.0,10.0,10.0,0.0,0.0
S00135592,116,116.0,11.0,101.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0
S00135593,91,86.0,57.0,25.0,0.0,4.0,0.0,3.0,3.0,0.0,3.0
S00135594,100,90.0,42.0,51.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0
S00135595,150,53.0,35.0,18.0,0.0,0.0,90.0,7.0,7.0,0.0,0.0
S00135596,147,131.0,18.0,104.0,0.0,9.0,2.0,14.0,14.0,0.0,0.0
S00135597,134,68.0,23.0,42.0,0.0,4.0,47.0,16.0,11.0,4.0,3.0
S00135598,91,83.0,55.0,28.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0
S00135599,129,48.0,6.0,39.0,0.0,1.0,35.0,48.0,46.0,2.0,0.0
S00135600,60,18.0,5.0,12.0,0.0,1.0,39.0,2.0,2.0,0.0,0.0
S00135601,141,120.0,6.0,101.0,0.0,17.0,3.0,15.0,15.0,0.0,0.0
S00135602,126,53.0,17.0,30.0,6.0,0.0,35.0,42.0,42.0,0.0,0.0
