OA,UV4030001,UV4030002,UV4030003,UV4030004,UV4030005,UV4030006,UV4030007,UV4030008,UV4030009,UV4030010,UV4030011
S00153036,156,95.0,38.0,56.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
S00153037,74,15.0,8.0,8.0,0.0,0.0,38.0,21.0,18.0,2.0,0.0
S00153038,79,73.0,55.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
S00153039,70,67.0,22.0,45.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
S00153040,96,54.0,32.0,22.0,0.0,0.0,31.0,8.0,8.0,0.0,5.0
S00153041,113,91.0,47.0,43.0,0.0,1.0,16.0,6.0,6.0,0.0,0.0
S00153042,220,207.0,59.0,144.0,0.0,0.0,6.0,7.0,7.0,0.0,0.0
S00153043,141,138.0,83.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
S00153044,67,21.0,9.0,8.0,0.0,0.0,41.0,5.0,5.0,0.0,0.0
S00153045,248,240.0,34.0,203.0,0.0,6.0,0.0,5.0,5.0,0.0,3.0
S00153046,85,74.0,38.0,36.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0
S00153047,93,57.0,31.0,20.0,5.0,0.0,16.0,21.0,21.0,0.0,0.0
S00153048,122,65.0,35.0,29.0,0.0,0.0,44.0,13.0,13.0,0.0,0.0
S00153049,109,42.0,15.0,27.0,0.0,0.0,57.0,5.0,5.0,0.0,3.0
S00153050,126,90.0,42.0,48.0,0.0,0.0,27.0,10.0,10.0,0.0,2.0
S00153051,137,80.0,44.0,36.0,0.0,0.0,30.0,27.0,26.0,1.0,0.0
S00153052,152,145.0,97.0,47.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0
S00153053,145,32.0,5.0,24.0,0.0,0.0,109.0,0.0,0.0,0.0,4.0
S00153054,111,89.0,26.0,60.0,1.0,0.0,22.0,3.0,3.0,0.0,0.0
S00153055,171,76.0,32.0,45.0,0.0,0.0,90.0,4.0,4.0,0.0,0.0
S00153056,115,53.0,20.0,33.0,0.0,0.0,47.0,9.0,7.0,7.0,2.0
S00153057,151,137.0,38.0,87.0,0.0,8.0,10.0,4.0,4.0,1.0,0.0
S00153058,111,33.0,7.0,26.0,0.0,0.0,1.0,76.0,75.0,0.0,2.0
S00153059,140,120.0,58.0,58.0,0.0,0.0,17.0,1.0,0.0,1.0,2.0
S00153060,107,82.0,30.0,45.0,0.0,10.0,22.0,7.0,1.0,4.0,2.0
S00153061,111,49.0,29.0,20.0,0.0,0.0,54.0,8.0,6.0,2.0,0.0
S00153062,123,94.0,32.0,65.0,0.0,0.0,21.0,4.0,4.0,0.0,1.0
S00153063,93,76.0,39.0,35.0,0.0,4.0,0.0,21.0,16.0,1.0,0.0
S00153064,88,86.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
S00153065,73,68.0,52.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
S00153066,111,27.0,21.0,4.0,0.0,0.0,72.0,12.0,11.0,1.0,0.0
S00153067,103,62.0,30.0,35.0,0.0,0.0,31.0,7.0,7.0,0.0,0.0
S00153068,102,48.0,13.0,35.0,0.0,0.0,12.0,39.0,39.0,0.0,1.0
S00153069,152,146.0,68.0,78.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0
S00153070,103,88.0,55.0,33.0,0.0,0.0,1.0,12.0,12.0,0.0,2.0
S00153071,105,69.0,21.0,40.0,0.0,4.0,25.0,12.0,8.0,1.0,5.0
S00153072,82,26.0,6.0,18.0,0.0,0.0,53.0,2.0,2.0,0.0,2.0
S00153073,75,33.0,15.0,20.0,0.0,2.0,5.0,40.0,36.0,0.0,0.0
S00153074,111,88.0,46.0,44.0,0.0,0.0,6.0,16.0,16.0,0.0,1.0
S00153075,103,56.0,18.0,36.0,0.0,0.0,34.0,6.0,6.0,0.0,3.0
S00153076,110,103.0,54.0,51.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
S00153077,129,84.0,45.0,39.0,0.0,0.0,37.0,4.0,4.0,0.0,1.0
S00153078,75,69.0,32.0,37.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0
S00153079,85,85.0,56.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00153080,115,75.0,40.0,43.0,0.0,0.0,18.0,15.0,15.0,3.0,1.0
S00153081,124,99.0,27.0,68.0,0.0,0.0,4.0,19.0,19.0,0.0,2.0
S00153082,99,23.0,10.0,13.0,0.0,0.0,69.0,7.0,7.0,0.0,0.0
S00153083,175,42.0,5.0,37.0,0.0,0.0,103.0,22.0,22.0,0.0,8.0
S00153084,81,59.0,28.0,24.0,0.0,2.0,11.0,14.0,14.0,0.0,0.0
S00153085,111,81.0,45.0,37.0,0.0,0.0,13.0,14.0,12.0,0.0,3.0
S00153086,64,44.0,21.0,23.0,0.0,0.0,12.0,3.0,3.0,0.0,2.0
S00153087,129,126.0,70.0,54.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
S00153088,114,84.0,54.0,30.0,0.0,0.0,23.0,6.0,6.0,0.0,0.0
S00153089,101,97.0,73.0,18.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
S00153090,126,81.0,51.0,30.0,0.0,0.0,37.0,3.0,3.0,0.0,5.0
S00153091,87,41.0,8.0,29.0,0.0,0.0,40.0,3.0,4.0,1.0,0.0
S00153092,89,34.0,25.0,10.0,0.0,0.0,7.0,46.0,44.0,2.0,4.0
S00153093,125,117.0,52.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
S00153094,126,67.0,24.0,42.0,0.0,0.0,32.0,22.0,22.0,0.0,5.0
S00153095,89,89.0,43.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00153096,152,81.0,43.0,34.0,0.0,0.0,58.0,10.0,10.0,0.0,3.0
S00153097,99,65.0,35.0,29.0,0.0,1.0,31.0,2.0,2.0,1.0,0.0
S00153098,127,77.0,24.0,53.0,0.0,0.0,11.0,35.0,35.0,2.0,2.0
S00153099,142,136.0,62.0,74.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0
S00153100,122,81.0,34.0,45.0,0.0,2.0,30.0,10.0,10.0,0.0,0.0
S00153101,75,35.0,12.0,21.0,2.0,1.0,30.0,10.0,7.0,3.0,0.0
S00153102,108,103.0,58.0,45.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
S00153103,140,128.0,77.0,51.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0
S00153104,161,100.0,46.0,54.0,0.0,0.0,44.0,16.0,15.0,1.0,0.0
S00153105,169,94.0,28.0,61.0,0.0,5.0,59.0,16.0,16.0,0.0,0.0
S00153106,88,13.0,4.0,9.0,0.0,1.0,65.0,10.0,10.0,0.0,0.0
S00153107,90,29.0,23.0,6.0,0.0,0.0,52.0,7.0,7.0,0.0,1.0
S00153108,147,93.0,39.0,50.0,0.0,0.0,46.0,8.0,8.0,0.0,0.0
S00153109,68,67.0,24.0,47.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
S00153110,194,191.0,70.0,121.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
S00153111,154,59.0,25.0,34.0,0.0,0.0,54.0,41.0,41.0,0.0,1.0
S00153112,134,111.0,58.0,51.0,0.0,0.0,19.0,4.0,4.0,0.0,0.0
S00153113,96,88.0,57.0,32.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0
S00153114,131,87.0,48.0,39.0,0.0,0.0,17.0,24.0,22.0,2.0,7.0
S00153115,100,89.0,48.0,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0
S00153116,66,30.0,17.0,10.0,0.0,0.0,2.0,36.0,32.0,4.0,2.0
S00153117,87,79.0,39.0,44.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00153118,102,69.0,27.0,42.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
S00153119,94,65.0,31.0,32.0,0.0,0.0,4.0,21.0,19.0,2.0,1.0
S00153120,134,95.0,42.0,46.0,0.0,6.0,30.0,5.0,2.0,1.0,0.0
S00153121,127,110.0,39.0,71.0,0.0,0.0,4.0,13.0,12.0,1.0,0.0
S00153122,87,66.0,33.0,31.0,0.0,2.0,11.0,8.0,5.0,3.0,2.0
S00153123,68,50.0,23.0,27.0,0.0,0.0,14.0,2.0,2.0,0.0,2.0
S00153124,109,107.0,47.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
S00153125,111,57.0,33.0,23.0,2.0,0.0,49.0,5.0,5.0,0.0,0.0
S00153126,78,39.0,15.0,22.0,0.0,0.0,25.0,10.0,10.0,0.0,0.0
S00153127,104,78.0,37.0,41.0,0.0,0.0,13.0,15.0,15.0,0.0,1.0
S00153128,80,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,2.0
S00153129,126,59.0,36.0,23.0,0.0,0.0,60.0,4.0,4.0,0.0,3.0
S00153130,142,122.0,73.0,46.0,0.0,0.0,3.0,16.0,16.0,0.0,0.0
S00153131,101,88.0,53.0,34.0,0.0,0.0,0.0,12.0,12.0,0.0,2.0
S00153132,164,118.0,52.0,65.0,0.0,0.0,23.0,16.0,16.0,0.0,3.0
S00153133,161,133.0,88.0,45.0,0.0,0.0,19.0,5.0,2.0,3.0,5.0
S00153134,124,74.0,47.0,27.0,0.0,0.0,31.0,17.0,17.0,0.0,2.0
S00153135,95,46.0,21.0,23.0,0.0,2.0,45.0,4.0,4.0,0.0,0.0
S00153136,112,59.0,29.0,30.0,0.0,0.0,52.0,1.0,1.0,0.0,0.0
S00153137,176,170.0,73.0,93.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0
S00153138,98,17.0,7.0,10.0,0.0,0.0,45.0,35.0,35.0,0.0,0.0
S00153139,144,95.0,41.0,54.0,0.0,0.0,40.0,8.0,8.0,0.0,0.0
S00153140,96,59.0,23.0,31.0,0.0,2.0,13.0,23.0,23.0,0.0,0.0
S00153141,96,5.0,4.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,6.0
S00153142,135,70.0,27.0,41.0,0.0,0.0,46.0,15.0,15.0,0.0,5.0
S00153143,81,41.0,17.0,24.0,0.0,0.0,22.0,14.0,14.0,0.0,0.0
S00153144,146,142.0,72.0,68.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0
S00153145,68,25.0,18.0,7.0,0.0,0.0,13.0,27.0,27.0,0.0,0.0
S00153146,86,56.0,39.0,16.0,0.0,0.0,28.0,1.0,1.0,0.0,2.0
S00153147,116,86.0,53.0,33.0,0.0,0.0,3.0,26.0,26.0,0.0,1.0
S00153148,99,82.0,27.0,55.0,0.0,0.0,2.0,15.0,15.0,0.0,0.0
S00153149,74,46.0,26.0,20.0,0.0,0.0,17.0,11.0,11.0,0.0,0.0
S00153150,88,82.0,36.0,46.0,0.0,0.0,3.0,6.0,6.0,0.0,1.0
S00153151,170,74.0,22.0,51.0,2.0,0.0,91.0,5.0,5.0,0.0,0.0
S00153152,106,22.0,18.0,4.0,0.0,0.0,83.0,2.0,2.0,0.0,0.0
S00153153,95,63.0,21.0,42.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
S00153154,133,41.0,19.0,21.0,1.0,0.0,83.0,8.0,8.0,0.0,1.0
S00153155,110,79.0,23.0,56.0,0.0,0.0,18.0,10.0,6.0,4.0,6.0
S00153156,140,94.0,39.0,55.0,0.0,0.0,33.0,13.0,13.0,0.0,0.0
S00153157,148,96.0,44.0,52.0,0.0,0.0,42.0,5.0,5.0,0.0,2.0
S00153158,96,7.0,7.0,2.0,0.0,0.0,82.0,1.0,1.0,0.0,4.0
S00153159,73,45.0,13.0,29.0,3.0,0.0,4.0,26.0,26.0,0.0,0.0
S00153160,115,90.0,45.0,44.0,0.0,0.0,17.0,7.0,7.0,0.0,2.0
S00153161,91,62.0,43.0,23.0,0.0,0.0,25.0,4.0,2.0,2.0,0.0
S00153162,75,68.0,26.0,42.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
S00153163,102,13.0,13.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,1.0
S00153164,112,41.0,24.0,17.0,0.0,0.0,4.0,64.0,62.0,4.0,1.0
S00153165,90,46.0,18.0,29.0,0.0,0.0,34.0,4.0,4.0,0.0,4.0
S00153166,97,91.0,54.0,37.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
S00153167,117,21.0,20.0,3.0,0.0,0.0,88.0,4.0,4.0,0.0,3.0
S00153168,98,51.0,7.0,38.0,0.0,4.0,34.0,12.0,9.0,3.0,0.0
S00153169,214,176.0,36.0,140.0,0.0,0.0,32.0,5.0,5.0,0.0,1.0
S00153170,121,68.0,29.0,37.0,0.0,0.0,51.0,2.0,2.0,0.0,0.0
S00153171,199,169.0,67.0,100.0,0.0,0.0,0.0,28.0,27.0,2.0,4.0
S00153172,61,5.0,0.0,2.0,0.0,0.0,49.0,9.0,8.0,0.0,0.0
S00153173,134,69.0,35.0,33.0,0.0,0.0,53.0,12.0,12.0,0.0,4.0
S00153174,103,22.0,19.0,3.0,0.0,0.0,75.0,2.0,1.0,1.0,4.0
S00153175,104,98.0,54.0,46.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0
S00153176,106,53.0,21.0,30.0,0.0,0.0,0.0,55.0,55.0,0.0,1.0
S00153177,90,46.0,15.0,30.0,0.0,1.0,30.0,12.0,12.0,0.0,2.0
S00153178,84,44.0,19.0,25.0,0.0,0.0,35.0,5.0,5.0,0.0,0.0
S00153179,113,69.0,24.0,42.0,0.0,1.0,1.0,39.0,38.0,2.0,3.0
S00153180,109,92.0,34.0,57.0,0.0,0.0,11.0,4.0,4.0,0.0,2.0
S00153181,135,108.0,50.0,57.0,0.0,0.0,21.0,4.0,4.0,0.0,0.0
S00153182,79,37.0,7.0,30.0,0.0,0.0,31.0,11.0,7.0,4.0,0.0
S00153183,115,89.0,38.0,47.0,0.0,0.0,12.0,14.0,14.0,0.0,0.0
S00153184,156,147.0,97.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
S00153185,95,56.0,30.0,22.0,0.0,4.0,25.0,15.0,15.0,0.0,0.0
S00153186,162,112.0,32.0,75.0,0.0,0.0,35.0,9.0,9.0,0.0,5.0
S00153187,117,65.0,11.0,54.0,0.0,0.0,8.0,46.0,46.0,0.0,3.0
S00153188,136,76.0,38.0,34.0,0.0,0.0,51.0,12.0,12.0,0.0,1.0
S00153189,105,81.0,46.0,32.0,0.0,0.0,19.0,5.0,5.0,0.0,0.0
S00153190,85,81.0,43.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S00153191,111,15.0,15.0,0.0,0.0,0.0,84.0,8.0,8.0,0.0,2.0
S00153192,78,44.0,15.0,29.0,0.0,0.0,25.0,8.0,8.0,0.0,0.0
S00153193,110,38.0,16.0,22.0,0.0,0.0,53.0,22.0,22.0,0.0,0.0
S00153194,89,87.0,32.0,55.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
S00153195,188,182.0,86.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
S00153196,133,109.0,61.0,49.0,0.0,0.0,16.0,7.0,7.0,0.0,1.0
S00153197,120,55.0,21.0,34.0,0.0,0.0,53.0,12.0,12.0,0.0,0.0
S00153198,109,107.0,38.0,64.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0
S00153199,151,123.0,50.0,73.0,0.0,0.0,17.0,10.0,10.0,0.0,2.0
S00153200,120,120.0,75.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00153201,102,12.0,12.0,0.0,0.0,0.0,88.0,1.0,1.0,0.0,1.0
S00153202,221,211.0,24.0,187.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0
S00153203,75,56.0,37.0,17.0,0.0,4.0,8.0,11.0,11.0,0.0,0.0
S00153204,218,195.0,51.0,144.0,0.0,0.0,20.0,4.0,4.0,0.0,0.0
S00153205,88,21.0,13.0,8.0,0.0,0.0,64.0,3.0,3.0,0.0,0.0
S00153206,102,102.0,51.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00153207,140,65.0,27.0,36.0,0.0,3.0,39.0,34.0,34.0,0.0,1.0
S00153208,104,105.0,57.0,47.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
S00153209,200,186.0,57.0,129.0,0.0,0.0,1.0,13.0,13.0,0.0,0.0
S00153210,99,61.0,39.0,24.0,0.0,0.0,26.0,7.0,7.0,0.0,4.0
S00153211,95,79.0,43.0,34.0,0.0,3.0,4.0,12.0,13.0,1.0,0.0
S00153212,127,121.0,71.0,51.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0
S00153213,96,49.0,33.0,18.0,0.0,0.0,26.0,20.0,20.0,0.0,1.0
S00153214,159,33.0,14.0,18.0,0.0,0.0,115.0,11.0,11.0,0.0,2.0
S00153215,130,58.0,16.0,43.0,0.0,0.0,68.0,7.0,7.0,0.0,0.0
S00153216,198,180.0,26.0,154.0,0.0,0.0,3.0,15.0,15.0,0.0,0.0
S00153217,114,106.0,45.0,61.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
S00153218,96,6.0,5.0,1.0,0.0,2.0,83.0,3.0,3.0,0.0,4.0
S00153219,61,61.0,47.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00153220,103,15.0,15.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,3.0
S00153221,118,78.0,31.0,47.0,0.0,0.0,34.0,1.0,0.0,1.0,2.0
S00153222,98,69.0,26.0,40.0,0.0,0.0,23.0,3.0,3.0,0.0,0.0
S00153223,123,60.0,16.0,44.0,0.0,0.0,42.0,16.0,16.0,0.0,5.0
S00153224,137,103.0,67.0,36.0,0.0,0.0,29.0,4.0,4.0,0.0,3.0
S00153225,133,133.0,85.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
S00153226,162,54.0,26.0,28.0,0.0,0.0,97.0,5.0,5.0,0.0,2.0
S00153227,190,157.0,80.0,77.0,0.0,0.0,20.0,13.0,13.0,0.0,0.0
S00153228,115,82.0,32.0,51.0,0.0,0.0,29.0,4.0,4.0,0.0,0.0
S00153229,133,98.0,47.0,51.0,0.0,0.0,23.0,12.0,12.0,0.0,0.0
S00153230,91,55.0,24.0,30.0,0.0,4.0,0.0,32.0,32.0,0.0,1.0
S00153231,172,163.0,27.0,124.0,0.0,12.0,7.0,4.0,4.0,0.0,0.0
S00153232,137,113.0,37.0,73.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0
S00153233,108,19.0,19.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,6.0
S00153234,86,4.0,0.0,4.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0
S00153235,163,73.0,36.0,37.0,0.0,0.0,82.0,6.0,6.0,0.0,0.0
S00153236,97,57.0,17.0,36.0,0.0,0.0,31.0,9.0,9.0,0.0,0.0
S00153237,79,78.0,31.0,44.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00153238,152,63.0,21.0,39.0,0.0,0.0,79.0,12.0,12.0,0.0,1.0
S00153239,139,63.0,27.0,35.0,0.0,0.0,68.0,3.0,3.0,0.0,1.0
S00153240,116,48.0,23.0,23.0,0.0,3.0,60.0,5.0,5.0,0.0,2.0
S00153241,222,212.0,40.0,172.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0
S00153242,122,90.0,66.0,24.0,0.0,0.0,27.0,5.0,5.0,0.0,2.0
S00153243,72,71.0,61.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
S00153244,107,25.0,15.0,10.0,0.0,0.0,74.0,8.0,8.0,0.0,0.0
S00153245,70,30.0,27.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,6.0
S00153246,100,58.0,28.0,30.0,0.0,0.0,32.0,9.0,9.0,0.0,1.0
S00153247,87,84.0,49.0,35.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
S00153248,62,41.0,19.0,22.0,0.0,0.0,10.0,6.0,6.0,0.0,2.0
S00153249,110,105.0,61.0,47.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
S00153250,123,93.0,41.0,49.0,0.0,3.0,30.0,3.0,3.0,0.0,0.0
S00153251,93,41.0,27.0,10.0,0.0,3.0,52.0,0.0,0.0,0.0,0.0
S00153252,138,68.0,23.0,43.0,0.0,2.0,61.0,8.0,8.0,0.0,0.0
S00153253,67,55.0,33.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
S00153254,147,136.0,102.0,34.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
S00153255,134,32.0,26.0,10.0,0.0,0.0,98.0,3.0,3.0,0.0,2.0
S00153256,102,91.0,25.0,65.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0
S00153257,146,133.0,57.0,76.0,1.0,0.0,5.0,6.0,6.0,0.0,2.0
S00153258,137,134.0,80.0,50.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0
S00153259,96,72.0,44.0,28.0,0.0,0.0,11.0,13.0,13.0,0.0,2.0
S00153260,84,81.0,48.0,33.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
S00153261,108,94.0,55.0,39.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
S00153262,157,89.0,30.0,59.0,0.0,0.0,55.0,1.0,1.0,0.0,6.0
S00153263,66,30.0,19.0,11.0,0.0,0.0,21.0,7.0,7.0,0.0,4.0
S00153264,98,91.0,47.0,49.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0
S00153265,131,112.0,56.0,60.0,0.0,0.0,2.0,13.0,13.0,0.0,0.0
S00153266,90,42.0,28.0,10.0,0.0,0.0,43.0,3.0,3.0,0.0,4.0
S00153267,113,99.0,35.0,60.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
S00153268,127,85.0,32.0,49.0,0.0,0.0,39.0,3.0,3.0,0.0,0.0
S00153269,106,39.0,15.0,26.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
S00153270,199,178.0,111.0,68.0,0.0,0.0,3.0,19.0,17.0,2.0,0.0
S00153271,131,90.0,37.0,57.0,0.0,0.0,39.0,2.0,2.0,0.0,0.0
S00153272,93,51.0,16.0,35.0,0.0,0.0,33.0,3.0,3.0,0.0,4.0
S00153273,169,64.0,30.0,34.0,0.0,0.0,92.0,5.0,5.0,0.0,6.0
S00153274,117,83.0,26.0,58.0,0.0,0.0,25.0,9.0,9.0,0.0,0.0
S00153275,111,105.0,59.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
S00153276,68,52.0,27.0,25.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
S00153277,96,82.0,34.0,47.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0
S00153278,62,57.0,49.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
S00153279,111,85.0,30.0,61.0,0.0,0.0,12.0,11.0,8.0,3.0,0.0
S00153280,126,114.0,65.0,46.0,0.0,0.0,5.0,6.0,0.0,6.0,2.0
S00153281,93,55.0,33.0,20.0,2.0,0.0,34.0,0.0,0.0,0.0,1.0
S00153282,161,152.0,52.0,100.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0
S00153283,100,81.0,51.0,31.0,0.0,0.0,6.0,7.0,5.0,2.0,8.0
S00153284,218,114.0,50.0,61.0,4.0,0.0,89.0,15.0,14.0,1.0,0.0
S00153285,136,124.0,79.0,46.0,0.0,0.0,0.0,10.0,10.0,0.0,3.0
S00153286,70,16.0,9.0,8.0,0.0,0.0,52.0,5.0,5.0,0.0,0.0
S00153287,65,42.0,24.0,18.0,0.0,0.0,0.0,20.0,20.0,0.0,2.0
S00153288,174,174.0,11.0,157.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
S00153289,72,68.0,22.0,46.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
S00153290,132,90.0,47.0,43.0,0.0,0.0,25.0,16.0,14.0,1.0,2.0
S00153291,67,59.0,39.0,20.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
S00153292,101,50.0,29.0,21.0,0.0,0.0,51.0,3.0,0.0,3.0,0.0
S00153293,104,85.0,50.0,35.0,0.0,0.0,13.0,3.0,3.0,0.0,1.0
S00153294,163,161.0,60.0,101.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S00153295,157,146.0,72.0,74.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0
S00153296,158,145.0,80.0,65.0,0.0,0.0,9.0,2.0,0.0,1.0,2.0
S00153297,92,83.0,65.0,18.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0
S00153298,81,78.0,36.0,42.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
S00153299,225,220.0,19.0,193.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0
S00153300,160,101.0,44.0,58.0,0.0,0.0,48.0,11.0,7.0,2.0,0.0
S00153301,105,41.0,25.0,17.0,0.0,0.0,60.0,3.0,3.0,0.0,1.0
S00153302,92,92.0,48.0,39.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
S00153303,185,173.0,74.0,100.0,0.0,0.0,3.0,9.0,9.0,0.0,0.0
S00153304,143,83.0,34.0,46.0,0.0,0.0,42.0,8.0,6.0,2.0,10.0
S00153305,70,57.0,26.0,31.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
S00153306,123,99.0,64.0,35.0,0.0,0.0,6.0,12.0,12.0,0.0,6.0
S00153307,74,73.0,48.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S00153308,60,20.0,3.0,15.0,0.0,0.0,33.0,6.0,6.0,0.0,0.0
S00153309,82,61.0,23.0,34.0,0.0,4.0,8.0,12.0,12.0,0.0,2.0
S00153310,166,142.0,72.0,68.0,0.0,2.0,2.0,22.0,22.0,0.0,2.0
S00153311,137,125.0,49.0,72.0,0.0,1.0,4.0,12.0,8.0,4.0,0.0
S00153312,90,66.0,47.0,19.0,0.0,0.0,21.0,3.0,3.0,0.0,0.0
S00153313,112,105.0,65.0,39.0,0.0,0.0,2.0,5.0,5.0,0.0,2.0
S00153314,130,126.0,51.0,73.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0
S00153315,108,108.0,13.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00153316,100,88.0,41.0,49.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
S00153317,123,112.0,74.0,38.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0
S00153318,157,94.0,33.0,61.0,0.0,0.0,59.0,2.0,2.0,0.0,0.0
S00153319,153,83.0,37.0,45.0,1.0,0.0,46.0,21.0,19.0,2.0,3.0
S00153320,122,78.0,33.0,45.0,0.0,0.0,29.0,12.0,12.0,0.0,3.0
S00153321,101,65.0,36.0,26.0,0.0,3.0,34.0,1.0,1.0,0.0,2.0
S00153322,71,69.0,26.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
S00153323,99,41.0,18.0,23.0,0.0,0.0,45.0,17.0,17.0,0.0,0.0
S00153324,64,39.0,15.0,20.0,0.0,0.0,21.0,4.0,4.0,0.0,0.0
S00153325,70,27.0,10.0,14.0,2.0,0.0,29.0,8.0,8.0,0.0,6.0
S00153326,144,57.0,29.0,28.0,0.0,0.0,64.0,12.0,12.0,0.0,0.0
S00153327,70,42.0,29.0,11.0,0.0,0.0,29.0,3.0,3.0,0.0,1.0
S00153328,197,128.0,51.0,72.0,0.0,5.0,50.0,19.0,19.0,0.0,0.0
S00153329,114,51.0,29.0,22.0,0.0,0.0,57.0,8.0,8.0,0.0,0.0
S00153330,71,36.0,20.0,16.0,0.0,0.0,22.0,5.0,5.0,0.0,8.0
S00153331,147,112.0,54.0,57.0,0.0,0.0,26.0,5.0,5.0,0.0,0.0
