OA,UV7030001,UV7030002,UV7030003,UV7030004,UV7030005,UV7030006,UV7030007,UV7030008,UV7030009,UV7030010,UV7030011
S00135334,38.0,9.0,5.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0
S00135335,65.0,18.0,9.0,7.0,19.0,7.0,0.0,0.0,0.0,1.0,5.0
S00135336,37.0,5.0,7.0,5.0,9.0,1.0,0.0,1.0,0.0,0.0,11.0
S00135337,66.0,15.0,2.0,2.0,26.0,4.0,0.0,2.0,0.0,0.0,9.0
S00135338,67.0,13.0,11.0,5.0,22.0,3.0,1.0,0.0,0.0,0.0,10.0
S00135339,47.0,14.0,4.0,7.0,12.0,4.0,1.0,0.0,1.0,1.0,4.0
S00135340,55.0,13.0,3.0,7.0,17.0,7.0,0.0,1.0,0.0,2.0,6.0
S00135341,39.0,8.0,10.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,4.0
S00135342,46.0,12.0,4.0,3.0,13.0,5.0,0.0,0.0,0.0,2.0,7.0
S00135343,109.0,43.0,1.0,4.0,29.0,7.0,0.0,0.0,0.0,3.0,20.0
S00135344,56.0,16.0,6.0,0.0,15.0,5.0,3.0,0.0,0.0,1.0,10.0
S00135345,107.0,31.0,7.0,10.0,37.0,4.0,2.0,0.0,0.0,0.0,17.0
S00135346,48.0,15.0,6.0,5.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0
S00135347,59.0,15.0,2.0,8.0,19.0,6.0,0.0,1.0,0.0,0.0,8.0
S00135348,47.0,10.0,3.0,5.0,18.0,4.0,0.0,0.0,0.0,0.0,5.0
S00135349,64.0,23.0,11.0,3.0,11.0,0.0,1.0,0.0,1.0,0.0,12.0
S00135350,82.0,28.0,1.0,6.0,25.0,6.0,0.0,1.0,0.0,3.0,13.0
S00135351,134.0,33.0,5.0,11.0,46.0,15.0,0.0,1.0,1.0,0.0,16.0
S00135352,78.0,20.0,8.0,9.0,23.0,6.0,0.0,2.0,0.0,2.0,11.0
S00135353,122.0,28.0,3.0,16.0,41.0,11.0,0.0,0.0,0.0,0.0,19.0
S00135354,68.0,19.0,2.0,12.0,15.0,9.0,3.0,0.0,0.0,0.0,10.0
S00135355,81.0,28.0,0.0,7.0,28.0,7.0,0.0,0.0,0.0,2.0,9.0
S00135356,91.0,24.0,17.0,9.0,20.0,6.0,1.0,0.0,0.0,0.0,13.0
S00135357,123.0,40.0,8.0,13.0,29.0,12.0,1.0,1.0,0.0,1.0,19.0
S00135358,101.0,28.0,6.0,16.0,25.0,9.0,1.0,0.0,0.0,2.0,13.0
S00135359,53.0,14.0,5.0,4.0,18.0,4.0,0.0,0.0,5.0,0.0,4.0
S00135360,89.0,21.0,8.0,6.0,25.0,9.0,0.0,1.0,1.0,1.0,17.0
S00135361,45.0,11.0,6.0,1.0,8.0,4.0,1.0,0.0,1.0,0.0,10.0
S00135362,55.0,12.0,6.0,7.0,10.0,6.0,1.0,0.0,1.0,0.0,9.0
S00135363,98.0,20.0,1.0,11.0,44.0,9.0,0.0,1.0,1.0,1.0,10.0
S00135364,59.0,12.0,4.0,12.0,14.0,4.0,0.0,0.0,0.0,0.0,10.0
S00135365,46.0,14.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0
S00135366,55.0,26.0,1.0,3.0,5.0,14.0,0.0,0.0,0.0,2.0,4.0
S00135367,38.0,7.0,8.0,4.0,10.0,1.0,0.0,1.0,0.0,0.0,7.0
S00135368,75.0,18.0,1.0,8.0,31.0,10.0,0.0,0.0,0.0,1.0,4.0
S00135369,72.0,19.0,3.0,5.0,26.0,9.0,2.0,0.0,0.0,2.0,8.0
S00135370,40.0,10.0,0.0,8.0,11.0,3.0,0.0,2.0,0.0,0.0,6.0
S00135371,98.0,23.0,5.0,18.0,32.0,5.0,0.0,0.0,0.0,0.0,14.0
S00135372,84.0,17.0,4.0,14.0,28.0,4.0,0.0,1.0,1.0,0.0,13.0
S00135373,136.0,49.0,3.0,12.0,36.0,11.0,2.0,0.0,1.0,1.0,21.0
S00135374,93.0,21.0,7.0,10.0,29.0,5.0,4.0,0.0,0.0,0.0,17.0
S00135375,68.0,11.0,13.0,6.0,21.0,4.0,0.0,0.0,1.0,0.0,10.0
S00135376,31.0,8.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,1.0,6.0
S00135377,68.0,25.0,0.0,7.0,18.0,5.0,0.0,0.0,0.0,2.0,11.0
S00135378,66.0,24.0,6.0,3.0,23.0,6.0,0.0,2.0,0.0,0.0,4.0
S00135379,34.0,8.0,4.0,5.0,8.0,5.0,1.0,0.0,0.0,0.0,2.0
S00135380,72.0,17.0,6.0,3.0,34.0,8.0,0.0,0.0,0.0,0.0,7.0
S00135381,92.0,29.0,2.0,11.0,26.0,7.0,1.0,0.0,1.0,0.0,11.0
S00135382,53.0,14.0,1.0,7.0,12.0,10.0,0.0,0.0,0.0,0.0,10.0
S00135383,85.0,36.0,1.0,6.0,14.0,8.0,2.0,0.0,1.0,0.0,13.0
S00135384,41.0,13.0,5.0,2.0,10.0,2.0,1.0,0.0,0.0,0.0,11.0
S00135385,44.0,9.0,4.0,2.0,15.0,1.0,0.0,0.0,0.0,2.0,14.0
S00135386,25.0,7.0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0
S00135387,75.0,24.0,6.0,1.0,19.0,12.0,1.0,0.0,0.0,0.0,12.0
S00135388,94.0,35.0,10.0,9.0,25.0,5.0,0.0,0.0,0.0,0.0,11.0
S00135389,54.0,12.0,2.0,9.0,18.0,3.0,0.0,1.0,3.0,0.0,6.0
S00135390,55.0,11.0,0.0,11.0,20.0,5.0,0.0,0.0,0.0,0.0,8.0
S00135391,122.0,30.0,1.0,20.0,30.0,9.0,0.0,0.0,1.0,0.0,29.0
S00135392,46.0,14.0,2.0,7.0,18.0,3.0,0.0,1.0,0.0,0.0,4.0
S00135393,78.0,17.0,5.0,6.0,31.0,5.0,0.0,0.0,0.0,0.0,14.0
S00135394,80.0,21.0,2.0,8.0,30.0,4.0,1.0,0.0,0.0,2.0,9.0
S00135395,44.0,18.0,3.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0
S00135396,66.0,15.0,3.0,7.0,20.0,9.0,0.0,2.0,0.0,0.0,11.0
S00135397,73.0,20.0,2.0,18.0,20.0,6.0,2.0,1.0,2.0,0.0,6.0
S00135398,78.0,20.0,5.0,8.0,31.0,4.0,2.0,0.0,1.0,0.0,10.0
S00135399,68.0,16.0,2.0,9.0,24.0,6.0,0.0,0.0,0.0,0.0,11.0
S00135400,103.0,30.0,4.0,18.0,24.0,6.0,1.0,1.0,0.0,0.0,14.0
S00135401,56.0,18.0,2.0,14.0,7.0,5.0,0.0,0.0,0.0,0.0,6.0
S00135402,55.0,16.0,5.0,2.0,14.0,3.0,0.0,0.0,0.0,2.0,10.0
S00135403,82.0,20.0,8.0,10.0,20.0,6.0,1.0,0.0,0.0,2.0,16.0
S00135404,51.0,15.0,2.0,6.0,11.0,2.0,2.0,0.0,0.0,0.0,16.0
S00135405,81.0,24.0,6.0,8.0,20.0,2.0,0.0,0.0,2.0,0.0,17.0
S00135406,93.0,23.0,4.0,16.0,25.0,9.0,1.0,1.0,1.0,3.0,10.0
S00135407,70.0,17.0,6.0,17.0,23.0,2.0,4.0,0.0,0.0,0.0,6.0
S00135408,70.0,20.0,9.0,9.0,16.0,3.0,0.0,1.0,0.0,0.0,12.0
S00135409,25.0,10.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0
S00135410,73.0,21.0,4.0,13.0,22.0,3.0,0.0,0.0,1.0,1.0,7.0
S00135411,112.0,25.0,8.0,23.0,30.0,8.0,1.0,3.0,0.0,0.0,15.0
S00135412,43.0,11.0,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0
S00135413,58.0,23.0,6.0,2.0,23.0,2.0,3.0,0.0,0.0,0.0,5.0
S00135414,46.0,14.0,6.0,6.0,14.0,0.0,1.0,0.0,1.0,0.0,4.0
S00135415,56.0,14.0,2.0,7.0,18.0,4.0,0.0,0.0,0.0,1.0,10.0
S00135416,101.0,24.0,12.0,12.0,24.0,5.0,2.0,0.0,1.0,0.0,18.0
S00135417,77.0,15.0,3.0,14.0,31.0,4.0,1.0,0.0,0.0,0.0,10.0
S00135418,94.0,35.0,1.0,10.0,24.0,1.0,2.0,0.0,0.0,5.0,16.0
S00135419,53.0,10.0,11.0,5.0,15.0,5.0,1.0,1.0,1.0,0.0,6.0
S00135420,66.0,17.0,6.0,10.0,19.0,5.0,1.0,1.0,0.0,0.0,7.0
S00135421,68.0,21.0,3.0,7.0,19.0,4.0,1.0,0.0,1.0,0.0,8.0
S00135422,64.0,17.0,0.0,12.0,26.0,2.0,1.0,0.0,0.0,0.0,6.0
S00135423,91.0,27.0,9.0,12.0,29.0,0.0,1.0,0.0,4.0,1.0,9.0
S00135424,52.0,9.0,8.0,7.0,14.0,2.0,0.0,0.0,0.0,0.0,9.0
S00135425,55.0,18.0,4.0,8.0,17.0,1.0,1.0,0.0,0.0,0.0,5.0
S00135426,69.0,17.0,1.0,16.0,22.0,3.0,1.0,0.0,1.0,0.0,8.0
S00135427,34.0,9.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0
S00135428,33.0,0.0,0.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,6.0
S00135429,27.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,6.0
S00135430,57.0,5.0,4.0,13.0,18.0,2.0,0.0,0.0,0.0,1.0,9.0
S00135431,50.0,15.0,4.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,8.0
S00135432,43.0,17.0,0.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0
S00135433,55.0,16.0,4.0,6.0,17.0,5.0,1.0,0.0,0.0,0.0,6.0
S00135434,36.0,8.0,6.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,4.0
S00135435,30.0,10.0,0.0,10.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0
S00135436,47.0,19.0,4.0,6.0,10.0,1.0,2.0,0.0,0.0,0.0,6.0
S00135437,70.0,27.0,4.0,12.0,21.0,3.0,0.0,0.0,0.0,0.0,4.0
S00135438,43.0,16.0,1.0,5.0,11.0,6.0,1.0,0.0,0.0,0.0,10.0
S00135439,38.0,9.0,3.0,11.0,10.0,4.0,0.0,1.0,0.0,0.0,4.0
S00135440,49.0,16.0,0.0,10.0,7.0,2.0,1.0,2.0,0.0,0.0,10.0
S00135441,65.0,17.0,2.0,13.0,14.0,4.0,1.0,0.0,0.0,0.0,10.0
S00135442,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
S00135443,58.0,15.0,2.0,6.0,18.0,9.0,0.0,0.0,0.0,0.0,6.0
S00135444,62.0,16.0,0.0,17.0,18.0,1.0,1.0,1.0,0.0,1.0,6.0
S00135445,66.0,18.0,1.0,13.0,16.0,1.0,3.0,0.0,0.0,0.0,9.0
S00135446,50.0,14.0,7.0,8.0,5.0,2.0,0.0,0.0,2.0,0.0,14.0
S00135447,79.0,23.0,5.0,6.0,20.0,7.0,2.0,0.0,0.0,1.0,17.0
S00135448,97.0,26.0,3.0,25.0,23.0,6.0,3.0,0.0,0.0,0.0,11.0
S00135449,17.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
S00135450,24.0,6.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0
S00135451,28.0,8.0,1.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0
S00135452,30.0,8.0,5.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,4.0
S00135453,68.0,19.0,6.0,16.0,21.0,4.0,0.0,0.0,0.0,0.0,5.0
S00135454,80.0,30.0,1.0,11.0,23.0,1.0,0.0,0.0,0.0,1.0,9.0
S00135455,57.0,19.0,6.0,9.0,13.0,1.0,0.0,0.0,1.0,0.0,9.0
S00135456,48.0,8.0,5.0,11.0,13.0,1.0,0.0,0.0,2.0,0.0,9.0
S00135457,28.0,2.0,6.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0
S00135458,53.0,13.0,6.0,13.0,14.0,3.0,0.0,0.0,0.0,0.0,5.0
S00135459,54.0,10.0,4.0,13.0,14.0,2.0,2.0,0.0,0.0,0.0,10.0
S00135460,46.0,18.0,6.0,10.0,6.0,4.0,0.0,0.0,0.0,1.0,5.0
S00135461,57.0,10.0,0.0,13.0,14.0,2.0,0.0,0.0,0.0,0.0,13.0
S00135462,76.0,28.0,5.0,18.0,13.0,1.0,2.0,0.0,2.0,0.0,11.0
S00135463,71.0,10.0,7.0,15.0,16.0,8.0,0.0,0.0,0.0,0.0,13.0
S00135464,61.0,11.0,4.0,6.0,22.0,4.0,0.0,0.0,2.0,0.0,12.0
S00135465,47.0,12.0,4.0,7.0,15.0,1.0,2.0,0.0,0.0,0.0,6.0
S00135466,59.0,24.0,5.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0
S00135467,52.0,17.0,2.0,15.0,11.0,2.0,0.0,0.0,0.0,0.0,4.0
S00135468,62.0,20.0,5.0,5.0,16.0,7.0,0.0,0.0,1.0,0.0,9.0
S00135469,44.0,9.0,7.0,8.0,13.0,4.0,0.0,0.0,0.0,0.0,5.0
S00135470,76.0,19.0,4.0,16.0,18.0,9.0,4.0,0.0,0.0,0.0,8.0
S00135471,74.0,18.0,3.0,25.0,12.0,3.0,2.0,0.0,0.0,1.0,10.0
S00135472,68.0,19.0,4.0,17.0,9.0,4.0,1.0,0.0,1.0,0.0,9.0
S00135473,60.0,12.0,8.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0
S00135474,66.0,24.0,7.0,12.0,16.0,4.0,0.0,1.0,0.0,1.0,4.0
S00135475,52.0,11.0,5.0,9.0,9.0,3.0,0.0,0.0,1.0,1.0,12.0
S00135476,47.0,17.0,4.0,12.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0
S00135477,76.0,22.0,3.0,5.0,28.0,9.0,1.0,0.0,0.0,0.0,8.0
S00135478,19.0,6.0,3.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
S00135479,67.0,22.0,6.0,18.0,8.0,6.0,1.0,0.0,0.0,0.0,11.0
S00135480,70.0,20.0,8.0,14.0,14.0,4.0,0.0,0.0,1.0,1.0,8.0
S00135481,44.0,16.0,4.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0
S00135482,24.0,3.0,2.0,8.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0
S00135483,45.0,11.0,7.0,7.0,7.0,4.0,0.0,0.0,1.0,0.0,7.0
S00135484,32.0,13.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0
S00135485,73.0,19.0,8.0,15.0,14.0,2.0,1.0,1.0,0.0,2.0,11.0
S00135486,57.0,21.0,2.0,10.0,9.0,7.0,0.0,0.0,0.0,1.0,5.0
S00135487,68.0,26.0,2.0,8.0,20.0,3.0,0.0,0.0,0.0,0.0,7.0
S00135488,54.0,11.0,5.0,13.0,12.0,6.0,1.0,0.0,1.0,0.0,6.0
S00135489,71.0,12.0,0.0,14.0,24.0,6.0,0.0,0.0,0.0,0.0,15.0
S00135490,62.0,15.0,7.0,17.0,12.0,5.0,0.0,2.0,0.0,2.0,8.0
S00135491,82.0,20.0,3.0,20.0,21.0,5.0,0.0,1.0,1.0,2.0,10.0
S00135492,62.0,21.0,3.0,15.0,9.0,4.0,1.0,0.0,0.0,0.0,5.0
S00135493,101.0,27.0,2.0,18.0,22.0,8.0,0.0,1.0,0.0,1.0,20.0
S00135494,45.0,13.0,4.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,10.0
S00135495,49.0,14.0,1.0,11.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0
S00135496,46.0,9.0,6.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,5.0
S00135497,102.0,30.0,10.0,18.0,21.0,10.0,3.0,2.0,1.0,1.0,13.0
S00135498,93.0,16.0,2.0,31.0,16.0,8.0,0.0,1.0,0.0,0.0,16.0
S00135499,55.0,10.0,3.0,16.0,10.0,5.0,0.0,0.0,0.0,0.0,17.0
S00135500,72.0,24.0,2.0,10.0,22.0,5.0,1.0,0.0,0.0,0.0,9.0
S00135501,59.0,19.0,3.0,13.0,17.0,0.0,2.0,0.0,0.0,0.0,7.0
S00135502,87.0,27.0,10.0,19.0,12.0,5.0,4.0,1.0,1.0,0.0,16.0
S00135503,31.0,11.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0
S00135504,47.0,9.0,2.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0
S00135505,91.0,24.0,1.0,30.0,18.0,6.0,3.0,0.0,0.0,1.0,9.0
S00135506,63.0,13.0,1.0,20.0,13.0,7.0,1.0,0.0,0.0,0.0,7.0
S00135507,90.0,31.0,4.0,17.0,17.0,5.0,2.0,0.0,0.0,0.0,13.0
S00135508,32.0,6.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0
S00135509,65.0,21.0,5.0,18.0,11.0,3.0,1.0,0.0,0.0,0.0,4.0
S00135510,63.0,14.0,4.0,20.0,13.0,3.0,0.0,1.0,0.0,0.0,6.0
S00135511,78.0,14.0,3.0,31.0,10.0,3.0,2.0,1.0,1.0,1.0,8.0
S00135512,68.0,15.0,4.0,23.0,10.0,3.0,2.0,1.0,0.0,0.0,11.0
S00135513,44.0,11.0,2.0,11.0,13.0,2.0,0.0,0.0,0.0,0.0,7.0
S00135514,50.0,15.0,6.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0
S00135515,58.0,17.0,2.0,15.0,11.0,3.0,3.0,1.0,2.0,0.0,9.0
S00135516,86.0,29.0,5.0,15.0,21.0,5.0,1.0,0.0,1.0,0.0,6.0
S00135517,75.0,20.0,8.0,13.0,19.0,5.0,1.0,0.0,0.0,0.0,8.0
S00135518,42.0,11.0,4.0,13.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0
S00135519,85.0,24.0,2.0,32.0,12.0,4.0,1.0,0.0,0.0,0.0,16.0
S00135520,88.0,33.0,4.0,20.0,7.0,3.0,0.0,0.0,0.0,0.0,16.0
S00135521,75.0,18.0,7.0,13.0,18.0,3.0,4.0,0.0,0.0,0.0,8.0
S00135522,52.0,17.0,2.0,14.0,10.0,3.0,2.0,0.0,0.0,0.0,4.0
S00135523,20.0,3.0,3.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
S00135524,68.0,21.0,4.0,14.0,17.0,4.0,0.0,0.0,2.0,0.0,7.0
S00135525,81.0,26.0,1.0,16.0,21.0,3.0,4.0,0.0,0.0,0.0,9.0
S00135526,52.0,9.0,5.0,11.0,15.0,3.0,0.0,0.0,0.0,0.0,10.0
S00135527,28.0,10.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,6.0
S00135528,65.0,16.0,7.0,23.0,7.0,5.0,0.0,0.0,1.0,0.0,12.0
S00135529,68.0,17.0,4.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,13.0
S00135530,40.0,10.0,3.0,9.0,7.0,3.0,0.0,2.0,0.0,0.0,8.0
S00135531,46.0,8.0,6.0,14.0,9.0,0.0,3.0,0.0,0.0,0.0,4.0
S00135532,57.0,31.0,0.0,8.0,9.0,0.0,3.0,0.0,0.0,0.0,6.0
S00135533,79.0,25.0,1.0,17.0,21.0,4.0,0.0,0.0,0.0,0.0,13.0
S00135534,68.0,18.0,2.0,26.0,15.0,3.0,0.0,0.0,0.0,1.0,6.0
S00135535,74.0,25.0,5.0,16.0,11.0,4.0,0.0,0.0,0.0,1.0,14.0
S00135536,99.0,25.0,3.0,14.0,28.0,8.0,0.0,0.0,0.0,0.0,11.0
S00135537,73.0,19.0,2.0,17.0,23.0,3.0,0.0,0.0,0.0,0.0,8.0
S00135538,37.0,9.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
S00135539,31.0,7.0,5.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0
S00135540,62.0,18.0,2.0,8.0,22.0,3.0,0.0,1.0,0.0,0.0,8.0
S00135541,26.0,11.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0
S00135542,105.0,28.0,6.0,27.0,23.0,5.0,0.0,1.0,0.0,1.0,12.0
S00135543,115.0,26.0,2.0,37.0,27.0,3.0,1.0,0.0,0.0,1.0,16.0
S00135544,36.0,9.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,8.0
S00135545,66.0,22.0,7.0,14.0,6.0,0.0,1.0,0.0,0.0,2.0,17.0
S00135546,33.0,9.0,2.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0
S00135547,88.0,26.0,4.0,23.0,17.0,8.0,0.0,0.0,1.0,2.0,10.0
S00135548,41.0,8.0,3.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,13.0
S00135549,32.0,9.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0
S00135550,43.0,10.0,4.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0
S00135551,71.0,18.0,2.0,8.0,23.0,4.0,0.0,0.0,0.0,0.0,15.0
S00135552,82.0,15.0,0.0,21.0,21.0,3.0,1.0,0.0,0.0,3.0,17.0
S00135553,97.0,18.0,0.0,48.0,12.0,1.0,0.0,0.0,0.0,1.0,13.0
S00135554,34.0,13.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0
S00135555,85.0,19.0,5.0,23.0,22.0,2.0,1.0,0.0,0.0,2.0,12.0
S00135556,71.0,14.0,5.0,20.0,15.0,7.0,1.0,2.0,1.0,0.0,7.0
S00135557,36.0,6.0,2.0,13.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0
S00135558,73.0,17.0,5.0,20.0,16.0,8.0,0.0,0.0,0.0,0.0,9.0
S00135559,62.0,18.0,2.0,19.0,15.0,2.0,0.0,0.0,1.0,0.0,7.0
S00135560,56.0,15.0,7.0,20.0,2.0,4.0,1.0,0.0,1.0,0.0,7.0
S00135561,39.0,11.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0
S00135562,51.0,15.0,3.0,11.0,12.0,3.0,0.0,0.0,0.0,0.0,6.0
S00135563,27.0,4.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0
S00135564,37.0,5.0,0.0,9.0,11.0,8.0,1.0,0.0,0.0,0.0,3.0
S00135565,26.0,11.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0
S00135566,44.0,7.0,0.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,10.0
S00135567,62.0,16.0,4.0,13.0,11.0,5.0,0.0,0.0,0.0,1.0,11.0
S00135568,83.0,16.0,6.0,27.0,10.0,6.0,2.0,0.0,0.0,2.0,17.0
S00135569,39.0,10.0,5.0,11.0,8.0,4.0,1.0,0.0,0.0,0.0,8.0
S00135570,51.0,14.0,2.0,14.0,7.0,2.0,0.0,0.0,1.0,1.0,9.0
S00135571,57.0,12.0,6.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,16.0
S00135572,57.0,17.0,3.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,10.0
S00135573,51.0,14.0,6.0,11.0,3.0,2.0,0.0,0.0,2.0,1.0,13.0
S00135574,42.0,9.0,5.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,7.0
S00135575,72.0,23.0,5.0,15.0,10.0,3.0,0.0,0.0,0.0,0.0,16.0
S00135576,56.0,14.0,6.0,19.0,11.0,1.0,0.0,0.0,0.0,0.0,7.0
S00135577,88.0,18.0,2.0,26.0,19.0,1.0,1.0,0.0,3.0,0.0,15.0
S00135578,62.0,17.0,3.0,21.0,14.0,3.0,0.0,0.0,0.0,0.0,4.0
S00135579,44.0,8.0,2.0,17.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0
S00135580,74.0,13.0,5.0,21.0,7.0,8.0,6.0,0.0,0.0,0.0,15.0
S00135581,54.0,17.0,7.0,12.0,6.0,5.0,0.0,0.0,0.0,2.0,9.0
S00135582,54.0,15.0,3.0,22.0,3.0,1.0,0.0,0.0,2.0,0.0,7.0
S00135583,73.0,24.0,0.0,15.0,14.0,1.0,1.0,0.0,0.0,1.0,17.0
S00135584,65.0,16.0,5.0,20.0,6.0,5.0,1.0,0.0,0.0,0.0,15.0
S00135585,69.0,13.0,5.0,11.0,29.0,4.0,0.0,1.0,1.0,0.0,5.0
S00135586,52.0,17.0,2.0,2.0,18.0,1.0,0.0,0.0,0.0,2.0,10.0
S00135587,50.0,10.0,6.0,17.0,5.0,4.0,2.0,2.0,1.0,0.0,3.0
S00135588,49.0,10.0,3.0,20.0,6.0,3.0,1.0,0.0,1.0,1.0,5.0
