OA,UV7030001,UV7030002,UV7030003,UV7030004,UV7030005,UV7030006,UV7030007,UV7030008,UV7030009,UV7030010,UV7030011
S00136882,47.0,14.0,3.0,12.0,5.0,3.0,2.0,0.0,1.0,0.0,7.0
S00136883,69.0,21.0,13.0,24.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0
S00136884,64.0,15.0,4.0,22.0,10.0,4.0,0.0,0.0,0.0,0.0,9.0
S00136885,60.0,16.0,5.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0
S00136886,9.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
S00136887,74.0,19.0,9.0,25.0,3.0,6.0,0.0,2.0,0.0,0.0,12.0
S00136888,32.0,9.0,0.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
S00136889,38.0,12.0,5.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,6.0
S00136890,63.0,16.0,6.0,26.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0
S00136891,35.0,13.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0
S00136892,51.0,21.0,3.0,13.0,5.0,3.0,2.0,0.0,0.0,0.0,5.0
S00136893,54.0,17.0,7.0,8.0,10.0,1.0,1.0,0.0,0.0,1.0,6.0
S00136894,42.0,17.0,1.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0
S00136895,83.0,24.0,7.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0
S00136896,33.0,8.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0
S00136897,86.0,23.0,0.0,11.0,41.0,2.0,0.0,0.0,1.0,2.0,6.0
S00136898,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S00136899,39.0,17.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0
S00136900,67.0,18.0,11.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0
S00136901,36.0,9.0,3.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0,11.0
S00136902,67.0,24.0,6.0,18.0,13.0,2.0,0.0,0.0,0.0,0.0,5.0
S00136903,50.0,21.0,5.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0
S00136904,29.0,12.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
S00136905,42.0,17.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0
S00136906,36.0,7.0,0.0,11.0,8.0,4.0,2.0,0.0,1.0,0.0,4.0
S00136907,49.0,13.0,6.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0
S00136908,68.0,19.0,4.0,22.0,6.0,1.0,1.0,1.0,0.0,1.0,12.0
S00136909,36.0,4.0,9.0,12.0,4.0,2.0,0.0,0.0,0.0,1.0,7.0
S00136910,89.0,25.0,4.0,29.0,8.0,4.0,3.0,1.0,0.0,0.0,16.0
S00136911,44.0,10.0,2.0,5.0,2.0,18.0,0.0,0.0,0.0,0.0,7.0
S00136912,35.0,10.0,3.0,8.0,4.0,2.0,0.0,2.0,0.0,0.0,8.0
S00136913,54.0,15.0,4.0,21.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0
S00136914,83.0,24.0,6.0,24.0,16.0,4.0,0.0,0.0,0.0,0.0,9.0
S00136915,38.0,4.0,4.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0
S00136916,51.0,16.0,8.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0
S00136917,73.0,27.0,5.0,18.0,12.0,5.0,0.0,1.0,0.0,0.0,6.0
S00136918,50.0,24.0,3.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,12.0
S00136919,64.0,21.0,4.0,19.0,15.0,0.0,1.0,0.0,0.0,1.0,4.0
S00136920,32.0,9.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0
S00136921,65.0,26.0,1.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,11.0
S00136922,50.0,3.0,10.0,17.0,6.0,5.0,0.0,0.0,0.0,1.0,9.0
S00136923,65.0,25.0,5.0,18.0,8.0,3.0,1.0,0.0,0.0,0.0,4.0
S00136924,51.0,16.0,10.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0
S00136925,36.0,5.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0
S00136926,53.0,12.0,6.0,11.0,6.0,3.0,1.0,0.0,0.0,1.0,13.0
S00136927,44.0,13.0,0.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0
S00136928,50.0,15.0,3.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0
S00136929,32.0,9.0,5.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
S00136930,49.0,17.0,0.0,17.0,3.0,2.0,2.0,0.0,1.0,2.0,7.0
S00136931,53.0,13.0,12.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0
S00136932,90.0,21.0,1.0,37.0,10.0,11.0,1.0,0.0,0.0,0.0,11.0
S00136933,66.0,20.0,3.0,21.0,10.0,4.0,3.0,0.0,0.0,0.0,6.0
S00136934,57.0,20.0,4.0,17.0,12.0,5.0,2.0,0.0,0.0,0.0,3.0
S00136935,40.0,12.0,3.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0
S00136936,41.0,11.0,2.0,12.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0
S00136937,50.0,15.0,1.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,5.0
S00136938,75.0,24.0,1.0,20.0,14.0,0.0,4.0,0.0,0.0,0.0,9.0
S00136939,57.0,18.0,5.0,14.0,5.0,2.0,0.0,0.0,0.0,1.0,9.0
S00136940,76.0,27.0,7.0,26.0,13.0,2.0,0.0,0.0,0.0,4.0,5.0
S00136941,69.0,26.0,4.0,19.0,9.0,2.0,2.0,0.0,0.0,0.0,8.0
S00136942,17.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0
S00136943,40.0,12.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,6.0
S00136944,50.0,16.0,8.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0
S00136945,49.0,18.0,4.0,17.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0
S00136946,32.0,8.0,1.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0
S00136947,44.0,14.0,3.0,15.0,1.0,3.0,0.0,1.0,1.0,0.0,9.0
S00136948,76.0,21.0,5.0,28.0,14.0,3.0,0.0,0.0,0.0,0.0,4.0
S00136949,54.0,22.0,2.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0
S00136950,70.0,19.0,5.0,23.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0
S00136951,39.0,15.0,1.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0
S00136952,54.0,17.0,4.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0
S00136953,81.0,19.0,7.0,23.0,13.0,7.0,0.0,0.0,0.0,0.0,14.0
S00136954,54.0,23.0,0.0,5.0,15.0,3.0,0.0,0.0,0.0,1.0,5.0
S00136955,69.0,19.0,6.0,22.0,7.0,4.0,0.0,0.0,1.0,0.0,14.0
S00136956,60.0,19.0,5.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,7.0
S00136957,41.0,14.0,2.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0
S00136958,77.0,23.0,0.0,24.0,16.0,2.0,0.0,2.0,1.0,1.0,9.0
S00136959,52.0,17.0,10.0,12.0,5.0,0.0,4.0,0.0,0.0,1.0,10.0
S00136960,59.0,9.0,11.0,11.0,9.0,4.0,0.0,0.0,0.0,1.0,13.0
S00136961,54.0,19.0,3.0,14.0,6.0,5.0,1.0,2.0,0.0,0.0,8.0
S00136962,41.0,13.0,0.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0
S00136963,51.0,13.0,4.0,14.0,6.0,2.0,0.0,0.0,1.0,0.0,11.0
S00136964,39.0,12.0,0.0,17.0,6.0,0.0,2.0,2.0,0.0,0.0,2.0
S00136965,52.0,17.0,3.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,15.0
S00136966,72.0,22.0,0.0,20.0,8.0,4.0,4.0,1.0,1.0,1.0,11.0
S00136967,58.0,22.0,1.0,17.0,11.0,1.0,0.0,0.0,0.0,1.0,2.0
S00136968,65.0,20.0,2.0,23.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0
S00136969,46.0,12.0,9.0,18.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0
S00136970,33.0,13.0,4.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
S00136971,105.0,34.0,0.0,19.0,34.0,4.0,1.0,0.0,0.0,0.0,10.0
S00136972,58.0,21.0,4.0,17.0,9.0,2.0,0.0,0.0,0.0,0.0,7.0
S00136973,60.0,11.0,5.0,27.0,5.0,1.0,0.0,0.0,1.0,0.0,10.0
S00136974,47.0,10.0,5.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0
S00136975,53.0,12.0,5.0,20.0,9.0,1.0,3.0,0.0,0.0,0.0,7.0
S00136976,71.0,16.0,4.0,26.0,15.0,0.0,2.0,0.0,0.0,0.0,8.0
S00136977,48.0,13.0,4.0,18.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0
S00136978,65.0,30.0,0.0,5.0,13.0,9.0,0.0,0.0,1.0,0.0,10.0
S00136979,87.0,43.0,0.0,14.0,20.0,2.0,0.0,0.0,0.0,2.0,5.0
S00136980,68.0,15.0,3.0,28.0,6.0,0.0,0.0,0.0,1.0,3.0,13.0
S00136981,51.0,18.0,4.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0
S00136982,57.0,19.0,3.0,15.0,16.0,2.0,2.0,0.0,0.0,0.0,2.0
S00136983,52.0,11.0,8.0,18.0,7.0,6.0,0.0,0.0,0.0,0.0,4.0
S00136984,88.0,39.0,0.0,18.0,22.0,3.0,0.0,0.0,0.0,0.0,6.0
S00136985,75.0,24.0,6.0,15.0,11.0,0.0,1.0,0.0,1.0,1.0,17.0
S00136986,68.0,15.0,9.0,18.0,12.0,1.0,2.0,0.0,0.0,0.0,12.0
S00136987,40.0,5.0,6.0,12.0,5.0,3.0,0.0,1.0,0.0,1.0,9.0
S00136988,43.0,12.0,3.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0
S00136989,54.0,18.0,2.0,15.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0
S00136990,62.0,24.0,0.0,14.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0
S00136991,74.0,16.0,10.0,15.0,8.0,1.0,0.0,0.0,0.0,2.0,20.0
S00136992,44.0,12.0,1.0,23.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
S00136993,88.0,31.0,0.0,23.0,27.0,1.0,0.0,0.0,0.0,0.0,4.0
S00136994,27.0,4.0,2.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
S00136995,52.0,5.0,6.0,18.0,8.0,2.0,3.0,0.0,0.0,0.0,10.0
S00136996,42.0,7.0,1.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0
S00136997,37.0,9.0,6.0,10.0,5.0,0.0,2.0,0.0,0.0,1.0,8.0
S00136998,117.0,36.0,6.0,19.0,33.0,3.0,1.0,1.0,1.0,2.0,15.0
S00136999,47.0,12.0,2.0,20.0,3.0,2.0,1.0,0.0,0.0,1.0,6.0
S00137000,22.0,6.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0
S00137001,58.0,14.0,5.0,21.0,6.0,2.0,0.0,0.0,1.0,0.0,7.0
S00137002,55.0,13.0,7.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,16.0
S00137003,56.0,12.0,7.0,18.0,7.0,2.0,1.0,0.0,0.0,0.0,7.0
S00137004,36.0,6.0,3.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0
S00137005,36.0,7.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
S00137006,65.0,21.0,4.0,18.0,12.0,1.0,1.0,0.0,0.0,1.0,6.0
S00137007,47.0,8.0,4.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
S00137008,43.0,21.0,2.0,7.0,10.0,0.0,2.0,0.0,0.0,2.0,3.0
S00137009,67.0,15.0,2.0,25.0,7.0,1.0,0.0,1.0,0.0,0.0,15.0
S00137010,64.0,26.0,0.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,10.0
S00137011,64.0,14.0,7.0,17.0,12.0,0.0,0.0,0.0,0.0,1.0,15.0
S00137012,81.0,28.0,8.0,24.0,6.0,4.0,1.0,0.0,0.0,0.0,9.0
S00137013,39.0,4.0,6.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0
S00137014,57.0,13.0,8.0,19.0,3.0,3.0,0.0,1.0,0.0,0.0,15.0
S00137015,62.0,13.0,10.0,15.0,7.0,3.0,0.0,0.0,0.0,0.0,15.0
S00137016,66.0,19.0,4.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0
S00137017,45.0,14.0,3.0,17.0,6.0,0.0,0.0,0.0,0.0,1.0,12.0
S00137018,31.0,9.0,1.0,13.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0
S00137019,64.0,15.0,6.0,22.0,4.0,0.0,2.0,0.0,0.0,4.0,12.0
S00137020,41.0,10.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0
S00137021,29.0,4.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0
S00137022,51.0,10.0,11.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,7.0
S00137023,47.0,4.0,2.0,23.0,3.0,2.0,0.0,0.0,1.0,0.0,11.0
S00137024,60.0,16.0,8.0,17.0,6.0,0.0,3.0,1.0,0.0,1.0,8.0
S00137025,56.0,12.0,5.0,15.0,11.0,1.0,2.0,0.0,0.0,1.0,10.0
S00137026,41.0,11.0,1.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0
S00137027,48.0,15.0,4.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0
S00137028,61.0,23.0,3.0,2.0,21.0,1.0,0.0,0.0,0.0,1.0,8.0
S00137029,20.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
S00137030,76.0,19.0,11.0,14.0,11.0,4.0,0.0,0.0,0.0,0.0,19.0
S00137031,59.0,8.0,5.0,27.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0
S00137032,97.0,39.0,8.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0
S00137033,58.0,22.0,0.0,12.0,17.0,1.0,0.0,0.0,0.0,1.0,4.0
S00137034,38.0,9.0,7.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0
S00137035,20.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,8.0
S00137036,30.0,10.0,0.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0
S00137037,35.0,11.0,0.0,3.0,10.0,2.0,2.0,0.0,0.0,0.0,8.0
S00137038,47.0,15.0,3.0,17.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0
S00137039,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S00137040,55.0,9.0,7.0,16.0,9.0,1.0,1.0,0.0,0.0,0.0,9.0
S00137041,54.0,16.0,10.0,13.0,4.0,1.0,2.0,0.0,0.0,2.0,5.0
S00137042,45.0,8.0,0.0,4.0,19.0,0.0,1.0,1.0,0.0,0.0,11.0
S00137043,60.0,22.0,3.0,7.0,18.0,6.0,2.0,0.0,0.0,0.0,6.0
S00137044,50.0,21.0,1.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0,9.0
S00137045,39.0,8.0,3.0,13.0,4.0,3.0,0.0,0.0,0.0,1.0,8.0
S00137046,76.0,20.0,1.0,11.0,32.0,5.0,0.0,2.0,0.0,0.0,2.0
S00137047,26.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0
S00137048,54.0,10.0,7.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,12.0
S00137049,32.0,7.0,4.0,11.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0
S00137050,49.0,4.0,8.0,13.0,4.0,2.0,0.0,0.0,0.0,0.0,17.0
S00137051,41.0,12.0,3.0,12.0,9.0,3.0,0.0,0.0,1.0,1.0,1.0
S00137052,24.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
S00137053,65.0,12.0,6.0,24.0,6.0,5.0,1.0,0.0,0.0,0.0,7.0
S00137054,40.0,19.0,0.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0,6.0
S00137055,53.0,21.0,2.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0
S00137056,56.0,13.0,7.0,15.0,7.0,1.0,0.0,0.0,0.0,1.0,6.0
S00137057,61.0,27.0,0.0,9.0,22.0,0.0,0.0,0.0,0.0,2.0,4.0
S00137058,49.0,13.0,5.0,12.0,6.0,2.0,2.0,0.0,0.0,0.0,8.0
S00137059,78.0,23.0,4.0,9.0,28.0,6.0,0.0,0.0,0.0,1.0,6.0
S00137060,41.0,9.0,7.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0
S00137061,59.0,24.0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0
S00137062,57.0,10.0,9.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,12.0
S00137063,44.0,10.0,3.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0
S00137064,83.0,19.0,16.0,34.0,4.0,5.0,1.0,0.0,0.0,0.0,8.0
S00137065,90.0,31.0,3.0,23.0,18.0,0.0,0.0,0.0,1.0,0.0,17.0
S00137066,39.0,12.0,5.0,6.0,13.0,1.0,0.0,0.0,1.0,0.0,4.0
S00137067,61.0,6.0,10.0,21.0,6.0,6.0,0.0,0.0,0.0,0.0,13.0
S00137068,49.0,16.0,0.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0
S00137069,59.0,15.0,8.0,17.0,9.0,2.0,1.0,0.0,0.0,1.0,8.0
S00137070,67.0,16.0,9.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0
S00137071,34.0,12.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0
S00137072,47.0,12.0,0.0,9.0,22.0,1.0,2.0,0.0,0.0,0.0,2.0
S00137073,70.0,18.0,14.0,19.0,9.0,5.0,0.0,0.0,0.0,1.0,7.0
S00137074,70.0,31.0,1.0,8.0,21.0,2.0,0.0,0.0,1.0,0.0,7.0
S00137075,38.0,8.0,6.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0
S00137076,90.0,31.0,4.0,8.0,30.0,4.0,1.0,0.0,0.0,1.0,13.0
S00137077,75.0,23.0,1.0,14.0,9.0,7.0,0.0,0.0,0.0,0.0,18.0
S00137078,34.0,14.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0
S00137079,47.0,9.0,2.0,18.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0
S00137080,25.0,8.0,0.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
S00137081,68.0,13.0,10.0,15.0,9.0,5.0,0.0,0.0,0.0,1.0,15.0
S00137082,49.0,18.0,5.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,7.0
S00137083,65.0,13.0,6.0,21.0,9.0,5.0,1.0,0.0,0.0,0.0,6.0
S00137084,82.0,30.0,4.0,3.0,28.0,3.0,0.0,0.0,0.0,1.0,8.0
S00137085,45.0,10.0,5.0,4.0,17.0,3.0,0.0,0.0,1.0,0.0,3.0
S00137086,63.0,12.0,14.0,11.0,5.0,5.0,1.0,1.0,0.0,2.0,12.0
S00137087,73.0,22.0,10.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,16.0
S00137088,41.0,11.0,1.0,4.0,12.0,2.0,1.0,0.0,0.0,0.0,4.0
S00137089,54.0,22.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0
S00137090,48.0,13.0,6.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0
S00137091,34.0,9.0,0.0,12.0,1.0,5.0,0.0,0.0,0.0,1.0,9.0
S00137092,44.0,7.0,8.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0
S00137093,54.0,9.0,4.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,12.0
S00137094,51.0,19.0,1.0,6.0,21.0,1.0,2.0,0.0,2.0,0.0,3.0
S00137095,51.0,14.0,4.0,16.0,7.0,5.0,1.0,0.0,0.0,0.0,6.0
S00137096,36.0,10.0,5.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0
S00137097,33.0,7.0,1.0,1.0,18.0,2.0,0.0,1.0,0.0,0.0,3.0
S00137098,89.0,32.0,3.0,5.0,38.0,5.0,0.0,1.0,0.0,2.0,4.0
S00137099,38.0,2.0,6.0,14.0,4.0,1.0,1.0,0.0,0.0,0.0,9.0
S00137100,85.0,29.0,2.0,26.0,14.0,6.0,1.0,0.0,0.0,0.0,7.0
S00137101,54.0,14.0,1.0,9.0,21.0,8.0,0.0,0.0,0.0,0.0,4.0
S00137102,39.0,15.0,0.0,3.0,12.0,1.0,1.0,0.0,0.0,0.0,7.0
S00137103,75.0,35.0,1.0,8.0,17.0,3.0,0.0,0.0,0.0,1.0,12.0
S00137104,32.0,15.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,2.0,2.0
S00137105,69.0,26.0,0.0,11.0,13.0,6.0,0.0,0.0,1.0,0.0,10.0
S00137106,76.0,19.0,4.0,15.0,11.0,3.0,2.0,0.0,0.0,0.0,18.0
S00137107,41.0,11.0,1.0,4.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0
S00137108,42.0,13.0,0.0,3.0,19.0,2.0,0.0,0.0,0.0,2.0,4.0
S00137109,33.0,15.0,0.0,2.0,9.0,2.0,2.0,0.0,0.0,2.0,2.0
S00137110,53.0,17.0,6.0,5.0,12.0,1.0,2.0,0.0,0.0,0.0,10.0
S00137111,47.0,12.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0
S00137112,50.0,6.0,3.0,15.0,13.0,6.0,0.0,0.0,0.0,0.0,6.0
S00137113,46.0,20.0,2.0,3.0,17.0,4.0,0.0,0.0,0.0,3.0,1.0
S00137114,41.0,10.0,7.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0
S00137115,48.0,8.0,4.0,11.0,7.0,6.0,1.0,0.0,0.0,0.0,11.0
S00137116,45.0,18.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0
S00137117,29.0,12.0,3.0,2.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0
S00137118,35.0,5.0,2.0,9.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0
S00137119,53.0,6.0,1.0,27.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0
S00137120,42.0,7.0,2.0,13.0,7.0,5.0,0.0,0.0,0.0,0.0,6.0
S00137121,37.0,11.0,2.0,5.0,16.0,2.0,0.0,1.0,0.0,0.0,3.0
S00137122,117.0,74.0,8.0,3.0,15.0,5.0,2.0,0.0,1.0,0.0,8.0
S00137123,42.0,10.0,0.0,6.0,17.0,4.0,0.0,0.0,0.0,1.0,2.0
S00137124,67.0,18.0,5.0,16.0,14.0,3.0,2.0,0.0,0.0,0.0,6.0
S00137125,45.0,20.0,1.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0,2.0
S00137126,57.0,13.0,1.0,19.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0
S00137127,64.0,22.0,1.0,6.0,20.0,2.0,1.0,0.0,0.0,4.0,8.0
S00137128,31.0,14.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0
S00137129,46.0,22.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0
S00137130,22.0,6.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
S00137131,37.0,3.0,4.0,13.0,10.0,0.0,0.0,0.0,1.0,0.0,7.0
S00137132,55.0,14.0,4.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0
S00137133,48.0,8.0,3.0,13.0,7.0,2.0,0.0,0.0,1.0,0.0,14.0
S00137134,41.0,21.0,4.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,2.0
S00137135,47.0,14.0,5.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,7.0
S00137136,41.0,9.0,1.0,2.0,18.0,4.0,0.0,1.0,0.0,0.0,6.0
S00137137,47.0,13.0,0.0,14.0,6.0,2.0,0.0,0.0,0.0,1.0,8.0
S00137138,34.0,10.0,1.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,4.0
S00137139,66.0,22.0,1.0,3.0,26.0,8.0,1.0,1.0,0.0,0.0,4.0
S00137140,40.0,15.0,2.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0
S00137141,111.0,39.0,1.0,4.0,43.0,18.0,2.0,0.0,0.0,2.0,7.0
S00137142,93.0,29.0,5.0,22.0,16.0,4.0,2.0,0.0,0.0,2.0,12.0
S00137143,74.0,33.0,0.0,2.0,25.0,13.0,0.0,1.0,1.0,0.0,2.0
S00137144,48.0,19.0,1.0,3.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0
S00137145,24.0,6.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,5.0
S00137146,83.0,32.0,0.0,3.0,31.0,8.0,0.0,0.0,0.0,2.0,10.0
S00137147,58.0,21.0,0.0,2.0,21.0,10.0,0.0,0.0,2.0,0.0,4.0
S00137148,44.0,21.0,1.0,1.0,10.0,4.0,0.0,0.0,0.0,1.0,2.0
S00137149,83.0,44.0,4.0,5.0,11.0,3.0,0.0,0.0,0.0,1.0,15.0
S00137150,16.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0
S00137151,71.0,30.0,0.0,1.0,28.0,4.0,1.0,0.0,0.0,0.0,6.0
S00137152,65.0,17.0,2.0,7.0,23.0,13.0,0.0,0.0,0.0,0.0,6.0
S00137153,63.0,26.0,1.0,2.0,21.0,8.0,0.0,0.0,0.0,0.0,5.0
S00137154,57.0,15.0,2.0,15.0,13.0,2.0,0.0,0.0,1.0,1.0,10.0
S00137155,47.0,21.0,2.0,3.0,12.0,13.0,1.0,0.0,1.0,0.0,2.0
S00137156,31.0,8.0,5.0,9.0,6.0,3.0,1.0,0.0,0.0,1.0,3.0
S00137157,71.0,19.0,4.0,17.0,18.0,1.0,0.0,0.0,0.0,0.0,11.0
S00137158,57.0,25.0,1.0,0.0,16.0,7.0,2.0,2.0,0.0,0.0,1.0
S00137159,91.0,30.0,1.0,5.0,22.0,14.0,1.0,0.0,0.0,0.0,14.0
S00137160,39.0,12.0,1.0,1.0,10.0,5.0,1.0,0.0,1.0,0.0,8.0
S00137161,74.0,21.0,10.0,19.0,10.0,4.0,1.0,1.0,0.0,0.0,9.0
S00137162,53.0,19.0,0.0,1.0,17.0,6.0,0.0,1.0,0.0,1.0,7.0
S00137163,70.0,20.0,7.0,11.0,15.0,4.0,0.0,1.0,0.0,0.0,10.0
S00137164,57.0,13.0,1.0,1.0,24.0,9.0,1.0,1.0,0.0,1.0,8.0
S00137165,55.0,14.0,3.0,12.0,13.0,3.0,1.0,0.0,0.0,0.0,8.0
