OA,UV6040001,UV6040002,UV6040003,UV6040004,UV6040005
S00146000,74.0,2.0,9.0,58.0,6.0
S00146001,89.0,9.0,22.0,54.0,7.0
S00146002,62.0,5.0,11.0,40.0,4.0
S00146003,49.0,1.0,9.0,33.0,4.0
S00146004,70.0,0.0,10.0,48.0,9.0
S00146005,42.0,4.0,6.0,29.0,6.0
S00146006,63.0,3.0,17.0,38.0,5.0
S00146007,65.0,3.0,7.0,50.0,5.0
S00146008,47.0,3.0,15.0,26.0,6.0
S00146009,31.0,3.0,10.0,16.0,1.0
S00146010,42.0,2.0,11.0,23.0,6.0
S00146011,45.0,0.0,15.0,26.0,3.0
S00146012,76.0,7.0,21.0,44.0,6.0
S00146013,34.0,2.0,10.0,19.0,3.0
S00146014,60.0,3.0,14.0,40.0,3.0
S00146015,42.0,2.0,12.0,22.0,4.0
S00146016,69.0,7.0,9.0,36.0,11.0
S00146017,36.0,1.0,14.0,19.0,3.0
S00146018,48.0,5.0,7.0,32.0,3.0
S00146019,46.0,1.0,11.0,28.0,4.0
S00146020,27.0,0.0,9.0,14.0,3.0
S00146021,56.0,7.0,18.0,31.0,2.0
S00146022,27.0,1.0,4.0,14.0,8.0
S00146023,53.0,5.0,12.0,29.0,7.0
S00146024,50.0,5.0,11.0,28.0,6.0
S00146025,49.0,0.0,14.0,31.0,3.0
S00146026,21.0,1.0,8.0,10.0,4.0
S00146027,64.0,2.0,14.0,26.0,21.0
S00146028,81.0,8.0,16.0,36.0,21.0
S00146029,77.0,7.0,19.0,37.0,17.0
S00146030,52.0,5.0,12.0,18.0,20.0
S00146031,63.0,8.0,13.0,20.0,25.0
S00146032,43.0,6.0,14.0,15.0,8.0
S00146033,33.0,4.0,8.0,16.0,5.0
S00146034,38.0,6.0,12.0,16.0,4.0
S00146035,42.0,1.0,10.0,16.0,11.0
S00146036,49.0,0.0,8.0,37.0,5.0
S00146037,48.0,2.0,1.0,35.0,9.0
S00146038,36.0,5.0,4.0,26.0,3.0
S00146039,54.0,2.0,7.0,32.0,9.0
S00146040,31.0,4.0,8.0,19.0,0.0
S00146041,57.0,6.0,18.0,28.0,5.0
S00146042,41.0,3.0,9.0,26.0,3.0
S00146043,46.0,1.0,10.0,31.0,4.0
S00146044,33.0,5.0,10.0,15.0,4.0
S00146045,37.0,3.0,9.0,24.0,0.0
S00146046,63.0,4.0,14.0,26.0,17.0
S00146047,33.0,4.0,6.0,21.0,4.0
S00146048,41.0,4.0,10.0,23.0,5.0
S00146049,36.0,4.0,8.0,18.0,8.0
S00146050,49.0,3.0,7.0,34.0,5.0
S00146051,52.0,4.0,11.0,35.0,6.0
S00146052,18.0,2.0,2.0,16.0,0.0
S00146053,19.0,2.0,6.0,12.0,0.0
S00146054,34.0,5.0,13.0,14.0,2.0
S00146055,38.0,2.0,5.0,24.0,7.0
S00146056,60.0,3.0,12.0,32.0,14.0
S00146057,68.0,6.0,12.0,46.0,7.0
S00146058,60.0,6.0,12.0,31.0,15.0
S00146059,55.0,4.0,13.0,29.0,9.0
S00146060,26.0,3.0,4.0,17.0,5.0
S00146061,48.0,2.0,9.0,36.0,5.0
S00146062,43.0,3.0,13.0,21.0,6.0
S00146063,43.0,5.0,12.0,26.0,1.0
S00146064,43.0,5.0,14.0,18.0,6.0
S00146065,44.0,6.0,6.0,25.0,8.0
S00146066,33.0,4.0,7.0,18.0,2.0
S00146067,46.0,1.0,9.0,33.0,3.0
S00146068,53.0,0.0,11.0,35.0,6.0
S00146069,67.0,3.0,10.0,46.0,8.0
S00146070,66.0,4.0,13.0,40.0,9.0
S00146071,44.0,1.0,13.0,27.0,7.0
S00146072,47.0,6.0,9.0,25.0,7.0
S00146073,38.0,2.0,10.0,18.0,4.0
S00146074,61.0,2.0,14.0,40.0,7.0
S00146075,50.0,8.0,12.0,23.0,7.0
S00146076,39.0,7.0,8.0,17.0,9.0
S00146077,78.0,6.0,21.0,36.0,12.0
S00146078,33.0,3.0,6.0,14.0,8.0
S00146079,31.0,6.0,6.0,15.0,4.0
S00146080,57.0,6.0,17.0,26.0,11.0
S00146081,59.0,8.0,12.0,28.0,11.0
S00146082,61.0,19.0,12.0,29.0,4.0
S00146083,43.0,3.0,12.0,19.0,9.0
S00146084,41.0,2.0,6.0,20.0,12.0
S00146085,42.0,5.0,8.0,24.0,4.0
S00146086,41.0,4.0,9.0,21.0,4.0
S00146087,10.0,2.0,2.0,6.0,1.0
S00146088,44.0,3.0,17.0,20.0,4.0
S00146089,36.0,5.0,9.0,14.0,11.0
S00146090,58.0,5.0,13.0,28.0,13.0
S00146091,37.0,4.0,11.0,19.0,3.0
S00146092,71.0,7.0,25.0,31.0,8.0
S00146093,67.0,8.0,15.0,42.0,3.0
S00146094,77.0,3.0,14.0,45.0,12.0
S00146095,63.0,5.0,12.0,27.0,19.0
S00146096,52.0,4.0,12.0,30.0,6.0
S00146097,30.0,2.0,7.0,17.0,4.0
S00146098,38.0,3.0,10.0,26.0,3.0
S00146099,70.0,6.0,9.0,50.0,5.0
S00146100,20.0,0.0,2.0,16.0,2.0
S00146101,51.0,6.0,15.0,19.0,12.0
S00146102,30.0,0.0,8.0,13.0,8.0
S00146103,64.0,9.0,13.0,28.0,14.0
S00146104,48.0,4.0,11.0,20.0,11.0
S00146105,51.0,5.0,15.0,20.0,11.0
S00146106,51.0,2.0,9.0,27.0,13.0
S00146107,60.0,6.0,14.0,33.0,7.0
S00146108,62.0,6.0,15.0,30.0,11.0
S00146109,44.0,1.0,7.0,27.0,6.0
S00146110,61.0,8.0,19.0,30.0,4.0
S00146111,76.0,6.0,22.0,33.0,15.0
S00146112,35.0,4.0,5.0,18.0,8.0
S00146113,40.0,1.0,6.0,24.0,4.0
S00146114,44.0,5.0,7.0,23.0,9.0
S00146115,48.0,4.0,12.0,28.0,4.0
S00146116,46.0,1.0,7.0,25.0,9.0
S00146117,45.0,5.0,12.0,21.0,7.0
S00146118,52.0,3.0,6.0,26.0,17.0
S00146119,78.0,3.0,16.0,36.0,23.0
S00146120,42.0,1.0,9.0,25.0,7.0
S00146121,63.0,5.0,16.0,34.0,8.0
S00146122,60.0,6.0,7.0,39.0,9.0
S00146123,78.0,8.0,12.0,41.0,15.0
S00146124,44.0,0.0,9.0,32.0,3.0
S00146125,69.0,3.0,18.0,33.0,11.0
S00146126,15.0,4.0,7.0,5.0,1.0
S00146127,51.0,9.0,7.0,28.0,8.0
S00146128,47.0,3.0,15.0,25.0,4.0
S00146129,49.0,2.0,17.0,24.0,5.0
S00146130,62.0,3.0,15.0,37.0,7.0
S00146131,54.0,6.0,16.0,21.0,11.0
S00146132,44.0,3.0,8.0,27.0,6.0
S00146133,27.0,2.0,11.0,10.0,2.0
S00146134,47.0,3.0,8.0,26.0,10.0
S00146135,52.0,5.0,11.0,30.0,6.0
S00146136,58.0,2.0,20.0,28.0,10.0
S00146137,40.0,4.0,7.0,26.0,3.0
S00146138,44.0,2.0,14.0,25.0,5.0
S00146139,39.0,4.0,6.0,24.0,2.0
S00146140,29.0,3.0,7.0,17.0,3.0
S00146141,28.0,4.0,7.0,17.0,2.0
S00146142,48.0,9.0,6.0,25.0,8.0
S00146143,15.0,1.0,2.0,9.0,3.0
S00146144,26.0,3.0,6.0,13.0,4.0
S00146145,58.0,4.0,20.0,30.0,5.0
S00146146,47.0,3.0,7.0,18.0,16.0
S00146147,71.0,4.0,18.0,34.0,14.0
S00146148,40.0,5.0,7.0,22.0,5.0
S00146149,56.0,8.0,9.0,26.0,10.0
S00146150,86.0,5.0,18.0,49.0,14.0
S00146151,67.0,8.0,18.0,26.0,15.0
S00146152,44.0,3.0,11.0,19.0,10.0
S00146153,75.0,7.0,12.0,41.0,17.0
S00146154,35.0,2.0,21.0,7.0,6.0
S00146155,98.0,7.0,16.0,56.0,16.0
S00146156,36.0,0.0,7.0,21.0,6.0
S00146157,37.0,5.0,13.0,15.0,8.0
S00146158,72.0,5.0,17.0,37.0,13.0
S00146159,51.0,3.0,8.0,31.0,9.0
S00146160,46.0,8.0,20.0,8.0,9.0
S00146161,39.0,8.0,5.0,19.0,10.0
S00146162,55.0,3.0,12.0,30.0,6.0
S00146163,83.0,7.0,17.0,38.0,24.0
S00146164,35.0,5.0,7.0,18.0,8.0
S00146165,35.0,4.0,6.0,17.0,7.0
S00146166,30.0,2.0,9.0,16.0,3.0
S00146167,40.0,2.0,9.0,19.0,6.0
S00146168,46.0,7.0,7.0,17.0,15.0
S00146169,39.0,6.0,6.0,22.0,6.0
S00146170,61.0,8.0,6.0,23.0,18.0
S00146171,49.0,6.0,9.0,25.0,9.0
S00146172,53.0,6.0,5.0,25.0,14.0
S00146173,63.0,4.0,12.0,32.0,15.0
S00146174,43.0,4.0,5.0,27.0,9.0
S00146175,96.0,8.0,24.0,47.0,19.0
S00146176,42.0,4.0,10.0,23.0,6.0
S00146177,78.0,6.0,22.0,35.0,14.0
S00146178,83.0,9.0,13.0,43.0,18.0
S00146179,55.0,6.0,12.0,24.0,13.0
S00146180,77.0,4.0,17.0,41.0,15.0
S00146181,82.0,12.0,20.0,31.0,23.0
S00146182,89.0,4.0,20.0,45.0,22.0
S00146183,59.0,8.0,10.0,30.0,10.0
S00146184,46.0,6.0,11.0,21.0,10.0
S00146185,35.0,3.0,8.0,21.0,3.0
S00146186,92.0,10.0,22.0,42.0,18.0
S00146187,104.0,9.0,18.0,43.0,32.0
S00146188,50.0,5.0,11.0,26.0,7.0
S00146189,44.0,3.0,9.0,21.0,8.0
S00146190,77.0,8.0,16.0,42.0,11.0
S00146191,70.0,2.0,15.0,41.0,12.0
S00146192,39.0,2.0,4.0,17.0,13.0
S00146193,61.0,5.0,23.0,24.0,9.0
S00146194,41.0,4.0,8.0,24.0,6.0
S00146195,41.0,4.0,8.0,24.0,4.0
S00146196,59.0,7.0,10.0,37.0,1.0
S00146197,62.0,7.0,10.0,25.0,19.0
S00146198,73.0,6.0,16.0,40.0,12.0
S00146199,71.0,7.0,8.0,39.0,10.0
S00146200,63.0,3.0,16.0,37.0,7.0
S00146201,59.0,3.0,10.0,35.0,10.0
S00146202,34.0,2.0,13.0,15.0,5.0
S00146203,92.0,9.0,15.0,54.0,15.0
S00146204,63.0,5.0,15.0,37.0,6.0
S00146205,33.0,3.0,7.0,24.0,1.0
S00146206,61.0,3.0,24.0,26.0,6.0
S00146207,29.0,0.0,13.0,14.0,0.0
S00146208,44.0,4.0,11.0,26.0,3.0
S00146209,88.0,7.0,16.0,61.0,6.0
S00146210,42.0,1.0,10.0,19.0,10.0
S00146211,20.0,0.0,8.0,8.0,2.0
S00146212,43.0,1.0,5.0,31.0,5.0
S00146213,39.0,3.0,6.0,25.0,4.0
S00146214,36.0,0.0,9.0,25.0,1.0
S00146215,25.0,1.0,4.0,17.0,5.0
S00146216,53.0,2.0,14.0,25.0,15.0
S00146217,30.0,1.0,7.0,16.0,3.0
S00146218,46.0,2.0,13.0,22.0,8.0
S00146219,52.0,5.0,11.0,34.0,2.0
S00146220,61.0,6.0,14.0,41.0,4.0
S00146221,72.0,10.0,6.0,28.0,25.0
S00146222,24.0,2.0,5.0,16.0,5.0
S00146223,53.0,2.0,13.0,33.0,5.0
S00146224,69.0,1.0,16.0,31.0,19.0
S00146225,36.0,4.0,6.0,18.0,11.0
S00146226,57.0,5.0,16.0,32.0,5.0
S00146227,73.0,2.0,18.0,38.0,14.0
S00146228,64.0,5.0,11.0,37.0,11.0
S00146229,77.0,7.0,18.0,50.0,3.0
S00146230,42.0,5.0,7.0,20.0,6.0
S00146231,67.0,6.0,14.0,35.0,12.0
S00146232,66.0,3.0,12.0,38.0,10.0
S00146233,95.0,15.0,18.0,42.0,16.0
S00146234,69.0,6.0,14.0,35.0,8.0
S00146235,42.0,4.0,11.0,27.0,3.0
S00146236,81.0,3.0,20.0,45.0,13.0
S00146237,41.0,3.0,11.0,26.0,3.0
S00146238,82.0,9.0,14.0,47.0,15.0
S00146239,40.0,0.0,4.0,30.0,6.0
S00146240,36.0,1.0,7.0,19.0,9.0
S00146241,88.0,8.0,19.0,47.0,14.0
S00146242,34.0,0.0,10.0,18.0,5.0
S00146243,38.0,0.0,13.0,20.0,4.0
S00146244,50.0,6.0,17.0,22.0,6.0
S00146245,51.0,7.0,13.0,27.0,4.0
S00146246,31.0,2.0,11.0,10.0,4.0
S00146247,69.0,8.0,14.0,40.0,7.0
S00146248,28.0,2.0,9.0,18.0,3.0
S00146249,58.0,2.0,15.0,33.0,8.0
S00146250,67.0,5.0,14.0,41.0,5.0
S00146251,25.0,2.0,4.0,14.0,5.0
S00146252,72.0,3.0,18.0,44.0,7.0
S00146253,61.0,3.0,16.0,36.0,8.0
S00146254,50.0,2.0,6.0,37.0,4.0
S00146255,35.0,3.0,7.0,23.0,4.0
S00146256,48.0,1.0,6.0,34.0,7.0
S00146257,43.0,9.0,8.0,19.0,10.0
S00146258,56.0,6.0,15.0,25.0,5.0
S00146259,44.0,2.0,9.0,23.0,7.0
S00146260,71.0,4.0,19.0,39.0,6.0
S00146261,46.0,0.0,8.0,32.0,7.0
S00146262,65.0,2.0,13.0,45.0,8.0
S00146263,69.0,5.0,11.0,43.0,8.0
S00146264,93.0,9.0,27.0,48.0,9.0
S00146265,30.0,6.0,4.0,19.0,5.0
S00146266,110.0,7.0,20.0,63.0,20.0
S00146267,57.0,5.0,7.0,33.0,9.0
S00146268,55.0,4.0,9.0,33.0,7.0
S00146269,46.0,5.0,7.0,33.0,5.0
S00146270,40.0,5.0,5.0,22.0,8.0
S00146271,70.0,8.0,17.0,38.0,8.0
S00146272,54.0,2.0,13.0,32.0,7.0
S00146273,78.0,12.0,14.0,45.0,5.0
S00146274,42.0,1.0,8.0,25.0,3.0
S00146275,40.0,5.0,11.0,15.0,9.0
S00146276,48.0,4.0,3.0,31.0,8.0
S00146277,51.0,1.0,2.0,42.0,6.0
S00146278,37.0,2.0,5.0,21.0,6.0
S00146279,80.0,8.0,18.0,39.0,15.0
S00146280,47.0,5.0,14.0,19.0,9.0
S00146281,41.0,1.0,15.0,19.0,4.0
S00146282,46.0,2.0,13.0,23.0,7.0
S00146283,84.0,6.0,20.0,50.0,7.0
S00146284,65.0,8.0,18.0,33.0,6.0
S00146285,67.0,3.0,14.0,34.0,16.0
S00146286,45.0,2.0,4.0,29.0,11.0
S00146287,66.0,2.0,13.0,37.0,6.0
S00146288,27.0,6.0,5.0,10.0,4.0
S00146289,75.0,9.0,13.0,37.0,17.0
S00146290,57.0,4.0,13.0,27.0,13.0
S00146291,35.0,4.0,8.0,12.0,8.0
S00146292,21.0,2.0,3.0,16.0,0.0
S00146293,33.0,0.0,5.0,26.0,4.0
S00146294,42.0,6.0,13.0,15.0,8.0
S00146295,35.0,3.0,4.0,20.0,6.0
S00146296,122.0,10.0,28.0,48.0,36.0
S00146297,62.0,3.0,16.0,22.0,21.0
S00146298,71.0,0.0,17.0,44.0,8.0
S00146299,81.0,4.0,22.0,46.0,9.0
S00146300,41.0,2.0,13.0,21.0,5.0
S00146301,25.0,0.0,12.0,15.0,2.0
S00146302,47.0,2.0,12.0,27.0,6.0
S00146303,59.0,4.0,18.0,31.0,10.0
S00146304,55.0,4.0,17.0,30.0,6.0
S00146305,25.0,1.0,4.0,19.0,0.0
S00146306,71.0,10.0,15.0,36.0,10.0
S00146307,72.0,2.0,16.0,48.0,4.0
S00146308,42.0,1.0,14.0,25.0,3.0
S00146309,64.0,2.0,15.0,45.0,2.0
S00146310,43.0,4.0,6.0,28.0,1.0
S00146311,74.0,0.0,19.0,50.0,7.0
S00146312,44.0,7.0,13.0,21.0,2.0
S00146313,92.0,7.0,17.0,33.0,35.0
S00146314,48.0,3.0,11.0,32.0,2.0
S00146315,41.0,2.0,10.0,24.0,1.0
S00146316,38.0,2.0,9.0,15.0,9.0
S00146317,74.0,4.0,14.0,47.0,9.0
S00146318,38.0,4.0,14.0,20.0,3.0
S00146319,53.0,0.0,13.0,22.0,18.0
S00146320,54.0,5.0,13.0,26.0,8.0
S00146321,19.0,0.0,4.0,12.0,0.0
S00146322,61.0,3.0,6.0,42.0,10.0
S00146323,57.0,3.0,15.0,33.0,6.0
S00146324,49.0,4.0,10.0,31.0,3.0
S00146325,88.0,7.0,17.0,48.0,20.0
S00146326,34.0,0.0,16.0,19.0,3.0
S00146327,65.0,4.0,13.0,47.0,3.0
S00146328,34.0,1.0,5.0,27.0,1.0
S00146329,50.0,3.0,4.0,39.0,6.0
S00146330,60.0,2.0,11.0,44.0,4.0
S00146331,38.0,1.0,6.0,26.0,5.0
S00146332,61.0,1.0,15.0,25.0,20.0
S00146333,86.0,4.0,24.0,48.0,6.0
S00146334,29.0,7.0,7.0,14.0,3.0
S00146335,61.0,3.0,15.0,21.0,22.0
S00146336,72.0,3.0,11.0,46.0,11.0
S00146337,57.0,2.0,9.0,39.0,7.0
S00146338,77.0,2.0,20.0,46.0,9.0
S00146339,73.0,7.0,8.0,51.0,7.0
S00146340,64.0,3.0,12.0,36.0,8.0
S00146341,39.0,5.0,6.0,22.0,5.0
S00146342,80.0,7.0,16.0,41.0,20.0
S00146343,55.0,4.0,15.0,34.0,3.0
S00146344,96.0,4.0,18.0,67.0,7.0
S00146345,70.0,8.0,21.0,35.0,7.0
S00146346,39.0,2.0,10.0,22.0,5.0
S00146347,45.0,4.0,13.0,24.0,3.0
S00146348,66.0,0.0,12.0,43.0,9.0
S00146349,47.0,4.0,12.0,27.0,4.0
S00146350,61.0,2.0,15.0,41.0,3.0
S00146351,48.0,8.0,9.0,25.0,6.0
S00146352,55.0,3.0,12.0,31.0,9.0
S00146353,87.0,7.0,22.0,44.0,11.0
S00146354,70.0,4.0,15.0,33.0,17.0
S00146355,82.0,4.0,24.0,49.0,8.0
S00146356,66.0,7.0,16.0,36.0,7.0
S00146357,60.0,5.0,15.0,20.0,19.0
S00146358,39.0,0.0,11.0,29.0,2.0
S00146359,41.0,4.0,13.0,22.0,6.0
S00146360,57.0,4.0,18.0,25.0,10.0
S00146361,68.0,7.0,11.0,25.0,28.0
S00146362,57.0,5.0,6.0,39.0,10.0
S00146363,48.0,1.0,10.0,29.0,5.0
S00146364,47.0,4.0,11.0,27.0,5.0
S00146365,65.0,5.0,19.0,35.0,6.0
S00146366,79.0,5.0,18.0,37.0,22.0
S00146367,44.0,2.0,12.0,26.0,4.0
S00146368,73.0,5.0,19.0,44.0,3.0
S00146369,73.0,11.0,11.0,43.0,10.0
S00146370,44.0,2.0,12.0,31.0,5.0
S00146371,45.0,2.0,12.0,27.0,5.0
S00146372,43.0,4.0,13.0,23.0,3.0
S00146373,62.0,1.0,16.0,31.0,14.0
S00146374,21.0,2.0,3.0,13.0,3.0
S00146375,73.0,12.0,22.0,31.0,11.0
S00146376,32.0,2.0,10.0,20.0,4.0
S00146377,34.0,3.0,6.0,22.0,3.0
S00146378,38.0,3.0,3.0,29.0,3.0
S00146379,46.0,4.0,9.0,27.0,6.0
S00146380,49.0,1.0,14.0,31.0,2.0
S00146381,40.0,0.0,10.0,25.0,3.0
S00146382,47.0,8.0,9.0,26.0,4.0
S00146383,62.0,4.0,19.0,31.0,11.0
S00146384,36.0,8.0,9.0,26.0,0.0
S00146385,52.0,3.0,10.0,34.0,5.0
S00146386,74.0,7.0,31.0,30.0,6.0
S00146387,86.0,8.0,13.0,48.0,11.0
S00146388,29.0,2.0,7.0,15.0,4.0
S00146389,53.0,5.0,12.0,34.0,2.0
S00146390,47.0,4.0,14.0,27.0,3.0
S00146391,26.0,1.0,8.0,20.0,0.0
S00146392,28.0,4.0,7.0,16.0,1.0
S00146393,41.0,6.0,12.0,21.0,5.0
S00146394,61.0,5.0,16.0,32.0,4.0
S00146395,45.0,3.0,7.0,32.0,1.0
S00146396,59.0,3.0,14.0,34.0,8.0
S00146397,50.0,4.0,8.0,35.0,3.0
S00146398,42.0,3.0,5.0,23.0,11.0
S00146399,55.0,3.0,16.0,23.0,7.0
S00146400,102.0,10.0,35.0,54.0,6.0
S00146401,57.0,3.0,12.0,38.0,7.0
S00146402,42.0,2.0,10.0,20.0,11.0
S00146403,42.0,2.0,18.0,21.0,4.0
S00146404,35.0,7.0,7.0,18.0,5.0
S00146405,83.0,11.0,20.0,48.0,4.0
S00146406,48.0,4.0,13.0,25.0,6.0
S00146407,37.0,7.0,14.0,20.0,2.0
S00146408,60.0,6.0,17.0,35.0,2.0
S00146409,86.0,9.0,17.0,34.0,25.0
S00146410,60.0,4.0,8.0,43.0,6.0
S00146411,70.0,4.0,24.0,39.0,5.0
S00146412,52.0,5.0,15.0,29.0,1.0
S00146413,35.0,4.0,13.0,16.0,1.0
S00146414,36.0,3.0,6.0,20.0,6.0
S00146415,41.0,1.0,16.0,25.0,1.0
S00146416,42.0,4.0,5.0,28.0,1.0
S00146417,63.0,3.0,21.0,33.0,3.0
S00146418,51.0,3.0,10.0,34.0,4.0
S00146419,38.0,3.0,7.0,24.0,3.0
S00146420,36.0,5.0,11.0,19.0,1.0
S00146421,129.0,10.0,26.0,78.0,15.0
S00146422,64.0,9.0,17.0,35.0,5.0
S00146423,52.0,2.0,6.0,39.0,6.0
S00146424,64.0,3.0,14.0,43.0,6.0
S00146425,83.0,3.0,19.0,42.0,15.0
S00146426,44.0,4.0,16.0,22.0,4.0
S00146427,32.0,3.0,9.0,19.0,1.0
S00146428,58.0,3.0,15.0,40.0,5.0
S00146429,59.0,6.0,13.0,38.0,5.0
S00146430,70.0,7.0,20.0,34.0,7.0
S00146431,67.0,5.0,21.0,34.0,9.0
S00146432,45.0,3.0,12.0,31.0,4.0
S00146433,16.0,2.0,6.0,9.0,2.0
S00146434,35.0,1.0,9.0,21.0,1.0
S00146435,91.0,2.0,13.0,68.0,9.0
S00146436,54.0,7.0,16.0,25.0,7.0
S00146437,71.0,5.0,19.0,43.0,4.0
S00146438,43.0,0.0,10.0,31.0,0.0
S00146439,30.0,4.0,6.0,19.0,2.0
S00146440,28.0,6.0,6.0,12.0,4.0
S00146441,78.0,6.0,14.0,47.0,9.0
S00146442,48.0,5.0,7.0,18.0,14.0
S00146443,40.0,5.0,6.0,25.0,4.0
S00146444,29.0,0.0,4.0,18.0,5.0
S00146445,47.0,3.0,15.0,25.0,4.0
S00146446,52.0,3.0,10.0,26.0,10.0
S00146447,86.0,6.0,21.0,35.0,24.0
S00146448,76.0,5.0,17.0,50.0,4.0
S00146449,161.0,7.0,25.0,112.0,14.0
S00146450,70.0,3.0,16.0,46.0,2.0
S00146451,48.0,3.0,11.0,29.0,6.0
S00146452,49.0,3.0,13.0,24.0,6.0
S00146453,127.0,7.0,18.0,81.0,16.0
S00146454,85.0,3.0,15.0,62.0,5.0
S00146455,41.0,2.0,6.0,23.0,9.0
S00146456,36.0,4.0,6.0,17.0,10.0
S00146457,42.0,5.0,14.0,16.0,7.0
S00146458,58.0,4.0,11.0,34.0,9.0
S00146459,56.0,0.0,7.0,41.0,8.0
S00146460,40.0,3.0,9.0,22.0,8.0
S00146461,73.0,6.0,14.0,48.0,5.0
S00146462,64.0,2.0,13.0,41.0,15.0
S00146463,60.0,2.0,12.0,44.0,1.0
S00146464,70.0,8.0,12.0,41.0,9.0
S00146465,61.0,5.0,11.0,42.0,2.0
S00146466,85.0,3.0,15.0,58.0,12.0
S00146467,131.0,8.0,18.0,87.0,18.0
S00146468,92.0,7.0,13.0,67.0,8.0
S00146469,40.0,8.0,13.0,19.0,5.0
S00146470,90.0,2.0,21.0,55.0,9.0
S00146471,102.0,9.0,28.0,57.0,8.0
S00146472,91.0,8.0,19.0,46.0,21.0
S00146473,31.0,7.0,5.0,15.0,4.0
S00146474,65.0,7.0,18.0,36.0,4.0
S00146475,55.0,7.0,19.0,21.0,8.0
S00146476,137.0,8.0,21.0,95.0,9.0
S00146477,40.0,5.0,6.0,27.0,4.0
S00146478,34.0,4.0,9.0,17.0,6.0
S00146479,67.0,3.0,22.0,30.0,10.0
S00146480,51.0,8.0,7.0,37.0,4.0
S00146481,27.0,4.0,8.0,18.0,1.0
S00146482,41.0,5.0,13.0,20.0,3.0
S00146483,42.0,3.0,16.0,19.0,4.0
S00146484,77.0,5.0,13.0,44.0,9.0
S00146485,67.0,4.0,12.0,43.0,9.0
S00146486,58.0,3.0,14.0,36.0,5.0
S00146487,75.0,5.0,17.0,47.0,6.0
S00146488,47.0,2.0,7.0,33.0,6.0
S00146489,79.0,3.0,12.0,53.0,10.0
S00146490,41.0,5.0,9.0,23.0,4.0
S00146491,46.0,3.0,10.0,27.0,6.0
S00146492,71.0,2.0,12.0,47.0,10.0
S00146493,35.0,0.0,5.0,21.0,4.0
S00146494,39.0,3.0,13.0,20.0,5.0
S00146495,54.0,1.0,18.0,33.0,2.0
S00146496,25.0,0.0,11.0,15.0,2.0
S00146497,15.0,0.0,1.0,12.0,1.0
S00146498,87.0,9.0,27.0,44.0,7.0
S00146499,59.0,5.0,10.0,34.0,10.0
S00146500,75.0,4.0,23.0,38.0,7.0
S00146501,81.0,6.0,20.0,50.0,5.0
S00146502,84.0,5.0,16.0,54.0,9.0
S00146503,68.0,0.0,16.0,48.0,5.0
S00146504,110.0,8.0,19.0,64.0,19.0
S00146505,46.0,6.0,8.0,29.0,3.0
S00146506,49.0,3.0,11.0,30.0,5.0
S00146507,44.0,7.0,5.0,30.0,5.0
S00146508,99.0,6.0,22.0,60.0,11.0
S00146509,35.0,5.0,6.0,17.0,8.0
S00146510,54.0,8.0,9.0,30.0,7.0
S00146511,12.0,1.0,1.0,9.0,1.0
S00146512,69.0,2.0,18.0,44.0,2.0
S00146513,54.0,1.0,10.0,34.0,7.0
S00146514,52.0,4.0,14.0,34.0,1.0
S00146515,38.0,4.0,10.0,11.0,13.0
S00146516,69.0,1.0,15.0,37.0,12.0
S00146517,29.0,3.0,6.0,17.0,5.0
S00146518,65.0,5.0,19.0,36.0,5.0
S00146519,22.0,1.0,6.0,12.0,2.0
S00146520,90.0,8.0,17.0,58.0,7.0
S00146521,57.0,3.0,13.0,37.0,6.0
S00146522,56.0,4.0,13.0,36.0,3.0
S00146523,45.0,2.0,8.0,27.0,5.0
S00146524,41.0,3.0,12.0,26.0,4.0
S00146525,105.0,5.0,13.0,47.0,40.0
S00146526,76.0,8.0,22.0,38.0,8.0
S00146527,51.0,0.0,10.0,35.0,6.0
S00146528,73.0,9.0,16.0,46.0,2.0
S00146529,70.0,6.0,13.0,32.0,19.0
S00146530,67.0,5.0,14.0,43.0,5.0
S00146531,42.0,3.0,8.0,29.0,2.0
S00146532,33.0,0.0,10.0,20.0,0.0
S00146533,33.0,3.0,10.0,20.0,0.0
S00146534,55.0,7.0,16.0,29.0,1.0
S00146535,77.0,2.0,16.0,54.0,4.0
S00146536,31.0,5.0,6.0,20.0,0.0
S00146537,83.0,7.0,12.0,53.0,15.0
S00146538,51.0,5.0,19.0,25.0,4.0
S00146539,72.0,9.0,11.0,42.0,10.0
S00146540,53.0,10.0,18.0,22.0,3.0
S00146541,39.0,4.0,12.0,19.0,3.0
S00146542,38.0,1.0,8.0,30.0,2.0
S00146543,92.0,11.0,20.0,51.0,7.0
S00146544,49.0,1.0,5.0,35.0,8.0
S00146545,42.0,6.0,12.0,23.0,2.0
S00146546,51.0,5.0,10.0,32.0,5.0
S00146547,53.0,5.0,14.0,32.0,2.0
S00146548,53.0,3.0,11.0,33.0,6.0
S00146549,45.0,6.0,12.0,25.0,2.0
S00146550,67.0,9.0,12.0,40.0,8.0
S00146551,56.0,1.0,13.0,41.0,1.0
S00146552,33.0,1.0,12.0,18.0,2.0
S00146553,60.0,6.0,12.0,29.0,11.0
S00146554,56.0,0.0,18.0,30.0,6.0
S00146555,80.0,6.0,13.0,53.0,9.0
S00146556,37.0,2.0,10.0,22.0,5.0
S00146557,70.0,5.0,15.0,35.0,17.0
