OA,UV1040001,UV1040002,UV1040003,UV1040004,UV1040005,UV1040006
S00161841,82,38.0,22.0,2.0,9.0,11.0
S00161842,86,31.0,38.0,2.0,7.0,8.0
S00161843,66,25.0,11.0,6.0,10.0,14.0
S00161844,105,36.0,58.0,4.0,2.0,4.0
S00161845,72,21.0,42.0,0.0,4.0,5.0
S00161846,93,25.0,38.0,5.0,12.0,13.0
S00161847,117,51.0,42.0,3.0,9.0,8.0
S00161848,105,40.0,54.0,0.0,8.0,3.0
S00161849,93,26.0,45.0,4.0,4.0,7.0
S00161850,100,33.0,57.0,1.0,4.0,2.0
S00161851,77,59.0,12.0,0.0,5.0,0.0
S00161852,88,40.0,29.0,1.0,6.0,12.0
S00161853,92,51.0,26.0,1.0,6.0,2.0
S00161854,72,38.0,20.0,8.0,2.0,4.0
S00161855,96,31.0,53.0,4.0,3.0,4.0
S00161856,72,25.0,32.0,0.0,12.0,6.0
S00161857,111,44.0,47.0,4.0,8.0,9.0
S00161858,108,62.0,32.0,3.0,7.0,6.0
S00161859,103,46.0,45.0,3.0,6.0,0.0
S00161860,145,48.0,85.0,5.0,4.0,3.0
S00161861,96,38.0,49.0,4.0,5.0,0.0
S00161862,95,50.0,28.0,6.0,5.0,6.0
S00161863,198,65.0,116.0,4.0,3.0,11.0
S00161864,86,40.0,35.0,0.0,8.0,3.0
S00161865,53,30.0,10.0,1.0,4.0,4.0
S00161866,78,40.0,16.0,5.0,14.0,6.0
S00161867,113,50.0,26.0,11.0,19.0,7.0
S00161868,112,55.0,27.0,2.0,17.0,12.0
S00161869,93,33.0,51.0,3.0,1.0,5.0
S00161870,49,36.0,2.0,0.0,8.0,3.0
S00161871,101,51.0,41.0,1.0,4.0,1.0
S00161872,86,34.0,25.0,4.0,11.0,14.0
S00161873,98,49.0,28.0,4.0,7.0,6.0
S00161874,111,58.0,25.0,5.0,12.0,11.0
S00161875,90,43.0,20.0,7.0,13.0,7.0
S00161876,94,49.0,33.0,2.0,7.0,3.0
S00161877,63,46.0,11.0,1.0,6.0,1.0
S00161878,59,39.0,15.0,1.0,4.0,2.0
S00161879,97,51.0,30.0,0.0,8.0,4.0
S00161880,47,17.0,18.0,3.0,5.0,6.0
S00161881,64,28.0,24.0,0.0,8.0,2.0
S00161882,84,35.0,31.0,4.0,8.0,6.0
S00161883,174,60.0,103.0,7.0,5.0,4.0
S00161884,98,57.0,21.0,4.0,9.0,8.0
S00161885,104,59.0,26.0,1.0,11.0,4.0
S00161886,114,48.0,32.0,10.0,12.0,12.0
S00161887,102,60.0,28.0,4.0,4.0,7.0
S00161888,76,40.0,23.0,3.0,7.0,4.0
S00161889,61,33.0,18.0,3.0,3.0,5.0
S00161890,69,30.0,26.0,0.0,12.0,1.0
S00161891,56,41.0,8.0,2.0,3.0,1.0
S00161892,99,70.0,12.0,4.0,5.0,4.0
S00161893,124,77.0,29.0,8.0,6.0,4.0
S00161894,83,28.0,38.0,2.0,11.0,4.0
S00161895,94,52.0,27.0,6.0,9.0,1.0
S00161896,157,72.0,58.0,7.0,12.0,6.0
S00161897,110,66.0,20.0,9.0,4.0,9.0
S00161898,79,42.0,23.0,2.0,10.0,5.0
S00161899,60,32.0,15.0,3.0,6.0,6.0
S00161900,118,53.0,49.0,0.0,11.0,5.0
S00161901,116,75.0,15.0,2.0,20.0,6.0
S00161902,93,53.0,23.0,0.0,9.0,8.0
S00161903,194,103.0,36.0,2.0,25.0,28.0
S00161904,98,72.0,25.0,2.0,3.0,0.0
S00161905,74,20.0,45.0,3.0,5.0,2.0
S00161906,135,56.0,51.0,5.0,15.0,8.0
S00161907,140,59.0,46.0,7.0,21.0,9.0
S00161908,90,39.0,26.0,5.0,14.0,6.0
S00161909,93,49.0,21.0,11.0,6.0,3.0
S00161910,109,39.0,55.0,3.0,3.0,3.0
S00161911,76,47.0,21.0,2.0,5.0,1.0
S00161912,74,21.0,39.0,2.0,8.0,3.0
S00161913,98,51.0,28.0,3.0,6.0,7.0
S00161914,49,23.0,20.0,0.0,5.0,1.0
S00161915,96,58.0,21.0,5.0,12.0,1.0
S00161916,119,61.0,36.0,5.0,8.0,7.0
S00161917,84,56.0,13.0,1.0,9.0,5.0
S00161918,152,58.0,78.0,3.0,6.0,7.0
S00161919,94,42.0,30.0,4.0,11.0,7.0
S00161920,59,39.0,13.0,0.0,3.0,0.0
S00161921,142,87.0,31.0,6.0,9.0,7.0
S00161922,93,68.0,10.0,1.0,8.0,1.0
S00161923,159,43.0,108.0,2.0,4.0,3.0
S00161924,65,37.0,12.0,9.0,3.0,8.0
S00161925,61,30.0,18.0,4.0,4.0,5.0
S00161926,81,45.0,18.0,4.0,11.0,3.0
S00161927,52,31.0,8.0,4.0,4.0,1.0
S00161928,83,56.0,12.0,3.0,8.0,2.0
S00161929,110,53.0,48.0,4.0,2.0,2.0
S00161930,125,45.0,71.0,2.0,4.0,2.0
S00161931,99,57.0,24.0,3.0,7.0,10.0
S00161932,59,23.0,22.0,3.0,4.0,4.0
S00161933,97,32.0,55.0,2.0,2.0,4.0
S00161934,52,7.0,38.0,0.0,3.0,9.0
S00161935,127,28.0,85.0,3.0,2.0,6.0
S00161936,74,32.0,27.0,3.0,5.0,7.0
S00161937,80,49.0,8.0,5.0,12.0,7.0
S00161938,82,14.0,13.0,2.0,30.0,24.0
S00161939,100,30.0,19.0,10.0,17.0,24.0
S00161940,166,50.0,102.0,2.0,7.0,5.0
S00161941,50,17.0,18.0,4.0,5.0,8.0
S00161942,96,37.0,44.0,1.0,9.0,7.0
S00161943,65,38.0,0.0,10.0,9.0,1.0
S00161944,86,32.0,51.0,1.0,0.0,5.0
S00161945,74,40.0,8.0,2.0,17.0,7.0
S00161946,89,43.0,24.0,8.0,6.0,5.0
S00161947,69,34.0,24.0,4.0,5.0,4.0
S00161948,112,57.0,40.0,0.0,8.0,4.0
S00161949,80,29.0,27.0,4.0,14.0,5.0
S00161950,87,41.0,10.0,2.0,23.0,11.0
S00161951,83,49.0,18.0,2.0,7.0,7.0
S00161952,88,49.0,19.0,0.0,12.0,8.0
S00161953,216,75.0,120.0,7.0,10.0,6.0
S00161954,81,45.0,11.0,6.0,9.0,12.0
S00161955,162,39.0,107.0,4.0,9.0,5.0
S00161956,116,40.0,62.0,2.0,3.0,6.0
S00161957,107,41.0,48.0,1.0,10.0,7.0
S00161958,128,40.0,73.0,0.0,10.0,5.0
S00161959,116,55.0,40.0,4.0,13.0,2.0
S00161960,69,49.0,10.0,2.0,6.0,2.0
S00161961,69,31.0,16.0,1.0,13.0,8.0
S00161962,70,54.0,16.0,0.0,0.0,1.0
S00161963,118,76.0,32.0,4.0,6.0,5.0
S00161964,100,31.0,44.0,4.0,4.0,15.0
S00161965,124,67.0,48.0,1.0,6.0,4.0
S00161966,53,30.0,12.0,3.0,3.0,5.0
S00161967,70,40.0,16.0,5.0,6.0,5.0
S00161968,52,28.0,18.0,5.0,3.0,1.0
S00161969,137,86.0,33.0,5.0,8.0,14.0
S00161970,69,28.0,24.0,2.0,9.0,6.0
S00161971,54,32.0,8.0,2.0,5.0,8.0
S00161972,66,59.0,0.0,1.0,3.0,6.0
S00161973,56,24.0,10.0,4.0,13.0,5.0
S00161974,55,27.0,19.0,0.0,4.0,4.0
S00161975,113,53.0,44.0,1.0,12.0,6.0
S00161976,70,49.0,4.0,4.0,7.0,3.0
S00161977,63,26.0,22.0,3.0,6.0,5.0
S00161978,110,51.0,43.0,0.0,11.0,6.0
S00161979,83,45.0,16.0,5.0,10.0,4.0
S00161980,107,33.0,68.0,4.0,2.0,0.0
S00161981,81,43.0,23.0,2.0,9.0,2.0
S00161982,98,56.0,15.0,1.0,14.0,9.0
S00161983,66,39.0,11.0,1.0,9.0,6.0
S00161984,84,34.0,32.0,1.0,9.0,8.0
S00161985,120,71.0,26.0,3.0,11.0,13.0
S00161986,128,46.0,60.0,2.0,13.0,5.0
S00161987,78,42.0,21.0,3.0,6.0,4.0
S00161988,96,41.0,18.0,5.0,17.0,15.0
S00161989,118,55.0,45.0,3.0,10.0,5.0
S00161990,108,44.0,61.0,2.0,3.0,0.0
S00161991,131,67.0,31.0,0.0,17.0,15.0
S00161992,121,48.0,68.0,2.0,5.0,0.0
S00161993,114,44.0,61.0,4.0,2.0,4.0
S00161994,159,72.0,63.0,8.0,8.0,10.0
S00161995,179,64.0,104.0,3.0,7.0,1.0
S00161996,146,46.0,72.0,1.0,14.0,10.0
S00161997,172,112.0,40.0,4.0,10.0,6.0
S00161998,68,23.0,27.0,3.0,10.0,5.0
S00161999,118,45.0,55.0,4.0,10.0,7.0
S00162000,73,32.0,21.0,1.0,8.0,11.0
S00162001,94,33.0,43.0,0.0,9.0,15.0
S00162002,62,25.0,17.0,5.0,13.0,3.0
S00162003,118,57.0,52.0,0.0,6.0,0.0
S00162004,111,32.0,67.0,3.0,6.0,3.0
S00162005,121,45.0,56.0,2.0,10.0,8.0
S00162006,93,34.0,52.0,1.0,4.0,2.0
S00162007,63,33.0,18.0,4.0,5.0,4.0
S00162008,84,52.0,22.0,3.0,6.0,3.0
S00162009,148,82.0,52.0,2.0,11.0,1.0
S00162010,164,92.0,45.0,7.0,8.0,8.0
S00162011,64,26.0,26.0,2.0,3.0,7.0
S00162012,129,48.0,60.0,4.0,10.0,4.0
S00162013,83,40.0,10.0,6.0,15.0,8.0
S00162014,95,33.0,45.0,5.0,7.0,3.0
S00162015,125,38.0,79.0,0.0,6.0,2.0
S00162016,84,41.0,25.0,2.0,7.0,9.0
S00162017,103,52.0,35.0,0.0,12.0,7.0
S00162018,83,47.0,23.0,3.0,2.0,6.0
S00162019,180,48.0,81.0,1.0,16.0,32.0
S00162020,64,35.0,19.0,2.0,4.0,3.0
S00162021,108,25.0,78.0,0.0,3.0,2.0
S00162022,120,33.0,72.0,2.0,8.0,3.0
S00162023,160,63.0,78.0,6.0,7.0,6.0
S00162024,53,35.0,9.0,4.0,5.0,4.0
S00162025,119,28.0,72.0,3.0,8.0,7.0
S00162026,54,14.0,22.0,0.0,14.0,7.0
S00162027,87,30.0,36.0,0.0,7.0,9.0
S00162028,85,17.0,39.0,2.0,10.0,14.0
S00162029,91,24.0,55.0,0.0,4.0,8.0
S00162030,119,35.0,66.0,2.0,9.0,7.0
S00162031,112,18.0,76.0,1.0,5.0,11.0
S00162032,100,34.0,53.0,5.0,5.0,3.0
S00162033,151,37.0,100.0,0.0,8.0,6.0
S00162034,119,24.0,81.0,0.0,4.0,11.0
S00162035,102,20.0,63.0,1.0,9.0,6.0
S00162036,82,24.0,44.0,0.0,5.0,7.0
S00162037,147,46.0,80.0,4.0,8.0,6.0
S00162038,80,17.0,45.0,3.0,11.0,8.0
S00162039,94,20.0,47.0,2.0,12.0,9.0
S00162040,140,32.0,85.0,4.0,6.0,13.0
S00162041,95,19.0,63.0,0.0,6.0,7.0
S00162042,83,27.0,41.0,5.0,5.0,7.0
S00162043,103,18.0,65.0,1.0,7.0,12.0
S00162044,97,21.0,60.0,3.0,6.0,8.0
S00162045,131,27.0,76.0,2.0,15.0,15.0
S00162046,77,23.0,54.0,5.0,0.0,5.0
S00162047,108,38.0,47.0,2.0,19.0,3.0
S00162048,115,35.0,60.0,2.0,7.0,10.0
S00162049,79,24.0,30.0,7.0,5.0,13.0
S00162050,145,37.0,85.0,4.0,12.0,7.0
S00162051,130,23.0,51.0,3.0,11.0,44.0
S00162052,105,32.0,42.0,7.0,12.0,10.0
S00162053,88,31.0,45.0,0.0,6.0,4.0
S00162054,85,25.0,44.0,0.0,8.0,7.0
S00162055,82,23.0,47.0,3.0,6.0,4.0
S00162056,137,31.0,63.0,1.0,23.0,19.0
S00162057,54,9.0,34.0,1.0,7.0,5.0
S00162058,63,14.0,35.0,2.0,7.0,5.0
S00162059,140,39.0,76.0,5.0,4.0,13.0
S00162060,104,32.0,58.0,2.0,7.0,7.0
S00162061,107,27.0,67.0,1.0,4.0,6.0
S00162062,67,19.0,40.0,1.0,4.0,3.0
S00162063,79,19.0,55.0,0.0,3.0,1.0
S00162064,93,24.0,51.0,1.0,3.0,10.0
S00162065,115,45.0,47.0,5.0,13.0,7.0
S00162066,143,60.0,41.0,4.0,15.0,24.0
S00162067,119,26.0,80.0,1.0,1.0,10.0
S00162068,113,34.0,63.0,0.0,13.0,5.0
S00162069,55,10.0,30.0,2.0,5.0,8.0
S00162070,109,45.0,31.0,4.0,10.0,20.0
S00162071,65,27.0,21.0,3.0,5.0,7.0
S00162072,74,27.0,35.0,0.0,6.0,4.0
S00162073,101,56.0,26.0,10.0,5.0,6.0
S00162074,76,23.0,8.0,4.0,28.0,13.0
S00162075,61,18.0,24.0,1.0,7.0,11.0
S00162076,107,29.0,64.0,3.0,2.0,9.0
S00162077,63,20.0,34.0,1.0,2.0,4.0
S00162078,73,21.0,38.0,1.0,4.0,10.0
S00162079,124,30.0,67.0,1.0,11.0,15.0
S00162080,85,35.0,33.0,1.0,10.0,6.0
S00162081,73,22.0,23.0,5.0,7.0,7.0
S00162082,64,23.0,31.0,1.0,6.0,3.0
S00162083,128,28.0,81.0,5.0,4.0,10.0
S00162084,65,23.0,24.0,4.0,7.0,7.0
S00162085,74,28.0,33.0,2.0,9.0,4.0
S00162086,85,34.0,34.0,3.0,7.0,4.0
S00162087,90,38.0,36.0,0.0,9.0,10.0
S00162088,71,29.0,25.0,0.0,6.0,9.0
S00162089,109,33.0,50.0,1.0,6.0,18.0
S00162090,89,49.0,22.0,2.0,12.0,3.0
S00162091,67,20.0,37.0,0.0,2.0,6.0
S00162092,70,28.0,36.0,0.0,6.0,5.0
S00162093,68,29.0,16.0,7.0,9.0,4.0
S00162094,80,43.0,26.0,1.0,9.0,2.0
S00162095,77,38.0,21.0,2.0,6.0,10.0
S00162096,76,27.0,27.0,5.0,12.0,5.0
S00162097,65,24.0,34.0,2.0,9.0,3.0
S00162098,101,39.0,47.0,0.0,9.0,7.0
S00162099,108,47.0,34.0,5.0,13.0,7.0
S00162100,82,32.0,28.0,5.0,13.0,4.0
S00162101,66,33.0,16.0,3.0,4.0,6.0
S00162102,113,57.0,39.0,5.0,7.0,6.0
S00162103,79,24.0,35.0,3.0,10.0,7.0
S00162104,83,24.0,34.0,3.0,7.0,11.0
S00162105,99,48.0,34.0,5.0,5.0,7.0
S00162106,115,40.0,55.0,1.0,11.0,6.0
S00162107,56,26.0,16.0,3.0,5.0,6.0
S00162108,102,53.0,18.0,4.0,14.0,13.0
S00162109,76,16.0,44.0,3.0,6.0,7.0
S00162110,112,33.0,47.0,8.0,13.0,11.0
S00162111,109,26.0,68.0,1.0,5.0,10.0
S00162112,59,24.0,21.0,1.0,6.0,4.0
S00162113,68,27.0,26.0,3.0,6.0,6.0
S00162114,100,36.0,45.0,2.0,10.0,7.0
S00162115,93,46.0,29.0,0.0,14.0,5.0
S00162116,93,31.0,53.0,0.0,5.0,4.0
S00162117,84,42.0,31.0,2.0,12.0,3.0
S00162118,129,50.0,58.0,2.0,13.0,7.0
S00162119,68,16.0,26.0,1.0,12.0,13.0
S00162120,135,49.0,66.0,5.0,12.0,4.0
S00162121,95,48.0,30.0,1.0,12.0,4.0
S00162122,93,47.0,29.0,6.0,10.0,4.0
S00162123,94,37.0,46.0,4.0,1.0,2.0
S00162124,72,24.0,38.0,3.0,3.0,4.0
S00162125,98,16.0,74.0,2.0,4.0,4.0
S00162126,70,31.0,20.0,8.0,9.0,5.0
S00162127,113,56.0,29.0,1.0,13.0,6.0
S00162128,102,57.0,27.0,7.0,4.0,7.0
S00162129,106,44.0,45.0,1.0,8.0,8.0
S00162130,79,30.0,31.0,0.0,10.0,8.0
S00162131,60,27.0,24.0,1.0,4.0,4.0
S00162132,91,23.0,50.0,3.0,13.0,4.0
S00162133,105,49.0,30.0,4.0,14.0,8.0
S00162134,56,14.0,25.0,4.0,9.0,5.0
S00162135,125,30.0,77.0,4.0,3.0,8.0
S00162136,101,45.0,46.0,4.0,4.0,5.0
S00162137,73,20.0,38.0,3.0,7.0,7.0
S00162138,90,52.0,23.0,1.0,10.0,4.0
S00162139,78,32.0,35.0,2.0,6.0,6.0
S00162140,72,19.0,41.0,5.0,5.0,1.0
S00162141,95,20.0,62.0,0.0,10.0,6.0
S00162142,81,15.0,54.0,2.0,7.0,3.0
S00162143,68,19.0,42.0,0.0,4.0,1.0
S00162144,169,43.0,88.0,4.0,15.0,22.0
S00162145,123,36.0,60.0,5.0,12.0,10.0
S00162146,114,32.0,64.0,4.0,6.0,10.0
S00162147,135,40.0,77.0,2.0,10.0,9.0
S00162148,116,42.0,53.0,3.0,12.0,8.0
S00162149,104,33.0,45.0,3.0,13.0,14.0
S00162150,100,22.0,65.0,3.0,2.0,5.0
S00162151,120,36.0,67.0,1.0,9.0,4.0
S00162152,95,26.0,40.0,2.0,12.0,15.0
S00162153,109,27.0,62.0,3.0,9.0,9.0
S00162154,81,19.0,50.0,2.0,6.0,4.0
S00162155,54,19.0,26.0,0.0,0.0,3.0
S00162156,65,29.0,21.0,0.0,9.0,5.0
S00162157,104,31.0,52.0,2.0,12.0,10.0
S00162158,121,34.0,70.0,0.0,7.0,12.0
S00162159,134,42.0,61.0,6.0,7.0,18.0
S00162160,117,44.0,52.0,5.0,4.0,10.0
S00162161,102,31.0,54.0,1.0,8.0,8.0
S00162162,87,25.0,51.0,1.0,7.0,5.0
S00162163,102,30.0,47.0,4.0,14.0,7.0
S00162164,91,25.0,51.0,3.0,4.0,7.0
S00162165,85,25.0,47.0,0.0,9.0,9.0
S00162166,67,25.0,35.0,1.0,4.0,1.0
S00162167,88,26.0,47.0,0.0,4.0,10.0
S00162168,114,32.0,64.0,2.0,5.0,12.0
S00162169,125,30.0,63.0,6.0,20.0,10.0
S00162170,75,14.0,49.0,3.0,3.0,3.0
S00162171,99,43.0,38.0,1.0,12.0,5.0
S00162172,71,10.0,48.0,2.0,1.0,6.0
S00162173,60,17.0,31.0,1.0,7.0,3.0
S00162174,141,41.0,65.0,5.0,14.0,10.0
S00162175,86,27.0,49.0,0.0,6.0,9.0
S00162176,104,41.0,41.0,4.0,10.0,8.0
S00162177,140,28.0,84.0,2.0,15.0,11.0
S00162178,139,41.0,64.0,7.0,12.0,16.0
S00162179,128,36.0,60.0,5.0,13.0,11.0
S00162180,67,16.0,45.0,0.0,1.0,1.0
S00162181,134,38.0,75.0,5.0,9.0,5.0
S00162182,63,17.0,36.0,2.0,2.0,3.0
S00162183,91,27.0,48.0,0.0,10.0,5.0
S00162184,130,33.0,80.0,2.0,7.0,8.0
S00162185,130,34.0,62.0,2.0,20.0,13.0
S00162186,131,32.0,82.0,0.0,5.0,6.0
S00162187,121,28.0,72.0,0.0,9.0,12.0
S00162188,86,19.0,50.0,0.0,6.0,11.0
S00162189,90,36.0,42.0,1.0,11.0,3.0
S00162190,123,31.0,69.0,3.0,13.0,4.0
S00162191,84,25.0,34.0,2.0,7.0,15.0
S00162192,96,22.0,60.0,4.0,7.0,2.0
S00162193,123,62.0,37.0,6.0,7.0,13.0
S00162194,141,43.0,82.0,0.0,6.0,11.0
S00162195,115,39.0,72.0,0.0,4.0,6.0
S00162196,90,29.0,43.0,0.0,8.0,7.0
S00162197,148,56.0,71.0,1.0,9.0,11.0
S00162198,96,50.0,26.0,1.0,11.0,9.0
S00162199,90,34.0,34.0,8.0,6.0,6.0
S00162200,79,34.0,20.0,0.0,12.0,11.0
S00162201,83,36.0,32.0,1.0,7.0,5.0
S00162202,111,44.0,47.0,3.0,9.0,9.0
S00162203,54,18.0,29.0,1.0,4.0,5.0
S00162204,86,34.0,36.0,3.0,4.0,8.0
S00162205,103,27.0,36.0,2.0,7.0,31.0
S00162206,81,41.0,24.0,0.0,17.0,3.0
S00162207,100,33.0,58.0,4.0,4.0,6.0
S00162208,84,36.0,25.0,0.0,12.0,9.0
S00162209,115,44.0,42.0,4.0,18.0,7.0
S00162210,85,27.0,41.0,4.0,8.0,5.0
S00162211,68,36.0,22.0,1.0,7.0,2.0
S00162212,92,35.0,32.0,1.0,7.0,13.0
S00162213,73,32.0,22.0,2.0,5.0,12.0
S00162214,87,45.0,20.0,3.0,12.0,7.0
S00162215,79,27.0,38.0,0.0,10.0,8.0
S00162216,60,23.0,31.0,2.0,4.0,3.0
S00162217,115,31.0,70.0,0.0,8.0,6.0
S00162218,109,44.0,50.0,2.0,4.0,9.0
S00162219,127,43.0,68.0,3.0,5.0,5.0
S00162220,108,28.0,30.0,1.0,17.0,28.0
S00162221,60,17.0,30.0,3.0,2.0,5.0
S00162222,125,20.0,77.0,4.0,7.0,19.0
S00162223,149,38.0,95.0,2.0,5.0,8.0
S00162224,84,34.0,34.0,4.0,7.0,4.0
S00162225,53,29.0,14.0,2.0,6.0,2.0
S00162226,64,31.0,20.0,3.0,7.0,3.0
S00162227,131,36.0,76.0,1.0,6.0,12.0
S00162228,59,30.0,12.0,2.0,10.0,6.0
S00162229,73,24.0,29.0,0.0,9.0,10.0
S00162230,75,34.0,24.0,0.0,6.0,11.0
S00162231,113,34.0,57.0,3.0,13.0,8.0
S00162232,91,37.0,24.0,3.0,8.0,19.0
S00162233,79,34.0,30.0,1.0,6.0,12.0
S00162234,108,36.0,53.0,3.0,9.0,10.0
S00162235,99,36.0,45.0,2.0,8.0,8.0
S00162236,67,25.0,26.0,4.0,5.0,8.0
S00162237,59,23.0,28.0,0.0,8.0,4.0
S00162238,95,21.0,43.0,0.0,12.0,12.0
S00162239,74,29.0,27.0,1.0,9.0,8.0
S00162240,51,26.0,15.0,2.0,3.0,8.0
S00162241,91,34.0,18.0,7.0,17.0,21.0
S00162242,110,42.0,34.0,5.0,16.0,14.0
S00162243,143,51.0,70.0,3.0,10.0,12.0
S00162244,105,36.0,46.0,3.0,11.0,8.0
S00162245,51,21.0,14.0,2.0,5.0,5.0
S00162246,79,20.0,52.0,0.0,2.0,5.0
S00162247,56,28.0,13.0,1.0,8.0,5.0
S00162248,124,54.0,46.0,6.0,9.0,7.0
S00162249,89,45.0,24.0,3.0,9.0,6.0
S00162250,64,31.0,20.0,3.0,3.0,7.0
S00162251,134,49.0,65.0,2.0,10.0,7.0
S00162252,87,39.0,28.0,2.0,14.0,4.0
S00162253,83,52.0,16.0,1.0,12.0,2.0
S00162254,98,53.0,26.0,4.0,15.0,5.0
S00162255,122,37.0,63.0,1.0,15.0,9.0
S00162256,73,25.0,25.0,4.0,13.0,6.0
S00162257,90,49.0,25.0,1.0,12.0,4.0
S00162258,121,40.0,69.0,5.0,7.0,5.0
S00162259,84,35.0,36.0,8.0,5.0,3.0
S00162260,96,54.0,33.0,2.0,3.0,3.0
S00162261,129,26.0,74.0,4.0,16.0,9.0
S00162262,98,18.0,56.0,1.0,15.0,8.0
S00162263,98,20.0,64.0,2.0,6.0,7.0
S00162264,75,24.0,40.0,0.0,8.0,4.0
S00162265,97,25.0,50.0,1.0,13.0,2.0
S00162266,68,18.0,34.0,4.0,12.0,5.0
S00162267,134,31.0,71.0,4.0,12.0,9.0
S00162268,67,16.0,42.0,2.0,1.0,3.0
S00162269,96,26.0,59.0,2.0,6.0,6.0
S00162270,132,27.0,81.0,3.0,10.0,13.0
S00162271,133,31.0,79.0,0.0,8.0,10.0
S00162272,123,30.0,71.0,0.0,8.0,12.0
S00162273,109,24.0,72.0,2.0,5.0,4.0
S00162274,82,19.0,42.0,5.0,12.0,4.0
S00162275,87,15.0,56.0,3.0,7.0,6.0
S00162276,71,11.0,46.0,2.0,6.0,3.0
S00162277,77,18.0,32.0,6.0,11.0,12.0
S00162278,113,41.0,52.0,3.0,13.0,12.0
S00162279,85,33.0,36.0,1.0,13.0,5.0
S00162280,139,32.0,78.0,3.0,14.0,12.0
S00162281,79,26.0,28.0,8.0,13.0,7.0
S00162282,138,30.0,83.0,1.0,14.0,10.0
S00162283,101,29.0,50.0,2.0,8.0,16.0
S00162284,136,41.0,69.0,5.0,11.0,12.0
S00162285,127,31.0,59.0,4.0,19.0,14.0
S00162286,100,33.0,54.0,0.0,5.0,6.0
S00162287,111,35.0,55.0,0.0,15.0,7.0
S00162288,107,33.0,55.0,1.0,8.0,6.0
S00162289,68,26.0,29.0,3.0,7.0,5.0
S00162290,57,16.0,21.0,3.0,6.0,3.0
S00162291,118,48.0,43.0,3.0,15.0,9.0
S00162292,78,12.0,55.0,1.0,4.0,6.0
S00162293,100,18.0,63.0,1.0,9.0,10.0
S00162294,94,29.0,41.0,0.0,15.0,9.0
S00162295,152,43.0,89.0,4.0,11.0,6.0
S00162296,68,13.0,45.0,1.0,6.0,4.0
S00162297,140,43.0,75.0,2.0,11.0,12.0
S00162298,114,41.0,38.0,2.0,18.0,14.0
S00162299,113,42.0,39.0,1.0,18.0,15.0
S00162300,100,36.0,43.0,6.0,12.0,5.0
S00162301,71,14.0,33.0,2.0,10.0,16.0
S00162302,131,33.0,54.0,0.0,22.0,16.0
S00162303,74,14.0,44.0,0.0,6.0,7.0
S00162304,101,27.0,50.0,1.0,11.0,15.0
S00162305,117,27.0,70.0,0.0,5.0,13.0
S00162306,95,19.0,57.0,2.0,10.0,11.0
S00162307,147,31.0,96.0,0.0,14.0,6.0
S00162308,107,39.0,36.0,5.0,13.0,14.0
S00162309,109,25.0,65.0,1.0,11.0,4.0
S00162310,107,28.0,48.0,7.0,14.0,12.0
S00162311,134,28.0,74.0,5.0,15.0,12.0
S00162312,113,21.0,63.0,2.0,14.0,14.0
S00162313,76,13.0,47.0,2.0,5.0,8.0
S00162314,119,29.0,74.0,1.0,7.0,8.0
S00162315,100,21.0,51.0,4.0,5.0,15.0
S00162316,84,22.0,38.0,5.0,7.0,11.0
S00162317,92,23.0,44.0,4.0,11.0,9.0
S00162318,65,19.0,24.0,5.0,15.0,8.0
S00162319,57,16.0,33.0,0.0,3.0,5.0
S00162320,70,28.0,20.0,1.0,7.0,10.0
S00162321,106,52.0,25.0,1.0,12.0,9.0
S00162322,59,9.0,36.0,0.0,4.0,7.0
S00162323,116,36.0,53.0,4.0,18.0,10.0
S00162324,97,27.0,49.0,6.0,7.0,11.0
S00162325,87,19.0,45.0,1.0,5.0,17.0
S00162326,70,14.0,38.0,2.0,9.0,7.0
S00162327,129,45.0,57.0,3.0,15.0,11.0
S00162328,60,21.0,12.0,4.0,11.0,4.0
S00162329,72,22.0,30.0,1.0,10.0,6.0
S00162330,119,20.0,73.0,6.0,13.0,9.0
S00162331,104,20.0,64.0,2.0,8.0,10.0
S00162332,86,23.0,42.0,3.0,11.0,8.0
S00162333,79,26.0,35.0,2.0,13.0,4.0
S00162334,137,51.0,55.0,3.0,14.0,13.0
S00162335,108,29.0,51.0,4.0,13.0,13.0
S00162336,108,54.0,26.0,5.0,12.0,11.0
S00162337,75,25.0,34.0,1.0,8.0,6.0
S00162338,96,25.0,46.0,1.0,9.0,12.0
S00162339,103,37.0,39.0,3.0,12.0,12.0
S00162340,98,33.0,40.0,2.0,11.0,12.0
S00162341,146,30.0,96.0,2.0,11.0,6.0
S00162342,96,30.0,41.0,15.0,9.0,5.0
S00162343,93,21.0,50.0,4.0,4.0,14.0
S00162344,127,40.0,70.0,5.0,8.0,6.0
S00162345,113,21.0,72.0,0.0,10.0,8.0
S00162346,98,39.0,46.0,1.0,6.0,8.0
S00162347,56,16.0,30.0,0.0,4.0,8.0
S00162348,98,18.0,66.0,0.0,7.0,3.0
S00162349,113,23.0,74.0,4.0,6.0,7.0
S00162350,115,30.0,63.0,3.0,7.0,12.0
S00162351,118,24.0,70.0,1.0,8.0,12.0
S00162352,65,12.0,39.0,1.0,10.0,5.0
S00162353,74,9.0,41.0,4.0,7.0,9.0
S00162354,110,53.0,49.0,4.0,5.0,2.0
S00162355,91,31.0,41.0,0.0,15.0,10.0
S00162356,56,28.0,15.0,1.0,9.0,3.0
S00162357,67,11.0,43.0,2.0,3.0,5.0
